date,total
2018 06 25 11 10,34
2018 06 25 11 20,40
2018 06 25 11 30,46
2018 06 25 11 40,64
2018 06 25 11 50,100
2018 06 25 12 00,144
2018 06 25 12 10,170
2018 06 25 12 20,226
2018 06 25 12 30,261
2018 06 25 12 40,306
2018 06 25 12 50,340
2018 06 25 13 00,418
2018 06 25 13 10,385
2018 06 25 13 20,360
2018 06 25 13 30,362
2018 06 25 13 40,301
2018 06 25 13 50,252
2018 06 25 14 00,179
2018 06 25 14 10,118
2018 06 25 14 20,73
2018 06 25 14 30,63
2018 06 25 14 40,58
2018 06 25 14 50,54
2018 06 25 15 00,51
2018 06 25 15 10,49
2018 06 25 15 20,53
2018 06 25 15 30,58
2018 06 25 15 40,52
2018 06 25 15 50,36
2018 06 25 16 00,41
2018 06 25 16 10,52
2018 06 25 16 20,41
2018 06 25 16 30,37
2018 06 25 16 40,50
2018 06 25 16 50,30
2018 06 25 17 00,31
2018 06 25 17 10,39
2018 06 25 17 20,64
2018 06 25 17 30,85
2018 06 25 17 40,109
2018 06 25 17 50,167
2018 06 25 18 00,232
2018 06 25 18 10,291
2018 06 25 18 20,291
2018 06 25 18 30,271
2018 06 25 18 40,287
2018 06 25 18 50,277
2018 06 25 19 00,225
2018 06 25 19 10,211
2018 06 25 19 20,183
2018 06 25 19 30,159
2018 06 25 19 40,143
2018 06 25 19 50,123
2018 06 25 20 00,79
2018 06 25 20 10,91
2018 06 25 20 20,62
2018 06 25 20 30,65
2018 06 25 20 40,68
2018 06 25 20 50,53
2018 06 25 21 00,15
2018 06 25 21 10,50
2018 06 25 21 20,36
2018 06 25 21 30,15
2018 06 25 21 40,29
2018 06 25 21 50,40
2018 06 25 22 00,24
2018 06 25 22 10,10
2018 06 25 22 20,12
2018 06 25 22 30,19
2018 06 25 22 40,10
2018 06 25 22 50,16
2018 06 25 23 00,8
2018 06 25 23 10,7
2018 06 25 23 20,17
2018 06 25 23 30,15
2018 06 25 23 40,13
2018 06 25 23 50,8
2018 06 26 00 00,4
2018 06 26 00 10,7
2018 06 26 00 20,13
2018 06 26 00 30,5
2018 06 26 00 40,3
2018 06 26 00 50,5
2018 06 26 01 00,1
2018 06 26 01 10,4
2018 06 26 01 20,4
2018 06 26 01 30,2
2018 06 26 01 40,2
2018 06 26 01 50,2
2018 06 26 02 00,0
2018 06 26 02 10,1
2018 06 26 02 20,1
2018 06 26 02 30,0
2018 06 26 02 40,0
2018 06 26 02 50,1
2018 06 26 03 00,2
2018 06 26 03 10,3
2018 06 26 03 20,1
2018 06 26 03 30,0
2018 06 26 03 40,0
2018 06 26 03 50,0
2018 06 26 04 00,1
2018 06 26 04 10,0
2018 06 26 04 20,0
2018 06 26 04 30,0
2018 06 26 04 40,0
2018 06 26 04 50,0
2018 06 26 05 00,0
2018 06 26 05 10,0
2018 06 26 05 20,0
2018 06 26 05 30,0
2018 06 26 05 40,0
2018 06 26 05 50,0
2018 06 26 06 00,0
2018 06 26 06 10,0
2018 06 26 06 20,0
2018 06 26 06 30,0
2018 06 26 06 40,0
2018 06 26 06 50,4
2018 06 26 07 00,3
2018 06 26 07 10,5
2018 06 26 07 20,5
2018 06 26 07 30,14
2018 06 26 07 40,11
2018 06 26 07 50,30
2018 06 26 08 00,38
2018 06 26 08 10,48
2018 06 26 08 20,44
2018 06 26 08 30,71
2018 06 26 08 40,77
2018 06 26 08 50,71
2018 06 26 09 00,82
2018 06 26 09 10,56
2018 06 26 09 20,33
2018 06 26 09 30,31
2018 06 26 09 40,47
2018 06 26 09 50,38
2018 06 26 10 00,41
2018 06 26 10 10,45
2018 06 26 10 20,49
2018 06 26 10 30,36
2018 06 26 10 40,35
2018 06 26 10 50,31
2018 06 26 11 00,20
2018 06 26 11 10,18
2018 06 26 11 20,28
2018 06 26 11 30,51
2018 06 26 11 40,68
2018 06 26 11 50,106
2018 06 26 12 00,155
2018 06 26 12 10,175
2018 06 26 12 20,279
2018 06 26 12 30,324
2018 06 26 12 40,327
2018 06 26 12 50,379
2018 06 26 13 00,405
2018 06 26 13 10,377
2018 06 26 13 20,363
2018 06 26 13 30,349
2018 06 26 13 40,300
2018 06 26 13 50,261
2018 06 26 14 00,188
2018 06 26 14 10,112
2018 06 26 14 20,70
2018 06 26 14 30,58
2018 06 26 14 40,38
2018 06 26 14 50,52
2018 06 26 15 00,38
2018 06 26 15 10,39
2018 06 26 15 20,53
2018 06 26 15 30,41
2018 06 26 15 40,55
2018 06 26 15 50,52
2018 06 26 16 00,52
2018 06 26 16 10,32
2018 06 26 16 20,52
2018 06 26 16 30,44
2018 06 26 16 40,42
2018 06 26 16 50,37
2018 06 26 17 00,41
2018 06 26 17 10,46
2018 06 26 17 20,68
2018 06 26 17 30,73
2018 06 26 17 40,101
2018 06 26 17 50,152
2018 06 26 18 00,260
2018 06 26 18 10,305
2018 06 26 18 20,334
2018 06 26 18 30,297
2018 06 26 18 40,268
2018 06 26 18 50,212
2018 06 26 19 00,188
2018 06 26 19 10,162
2018 06 26 19 20,139
2018 06 26 19 30,119
2018 06 26 19 40,107
2018 06 26 19 50,110
2018 06 26 20 00,93
2018 06 26 20 10,90
2018 06 26 20 20,76
2018 06 26 20 30,72
2018 06 26 20 40,64
2018 06 26 20 50,68
2018 06 26 21 00,23
2018 06 26 21 10,44
2018 06 26 21 20,37
2018 06 26 21 30,25
2018 06 26 21 40,30
2018 06 26 21 50,19
2018 06 26 22 00,6
2018 06 26 22 10,17
2018 06 26 22 20,18
2018 06 26 22 30,12
2018 06 26 22 40,17
2018 06 26 22 50,19
2018 06 26 23 00,4
2018 06 26 23 10,11
2018 06 26 23 20,13
2018 06 26 23 30,10
2018 06 26 23 40,13
2018 06 26 23 50,13
2018 06 27 00 00,15
2018 06 27 00 10,4
2018 06 27 00 20,2
2018 06 27 00 30,4
2018 06 27 00 40,4
2018 06 27 00 50,5
2018 06 27 01 00,2
2018 06 27 01 10,3
2018 06 27 01 20,4
2018 06 27 01 30,3
2018 06 27 01 40,2
2018 06 27 01 50,2
2018 06 27 02 00,0
2018 06 27 02 10,1
2018 06 27 02 20,1
2018 06 27 02 30,0
2018 06 27 02 40,0
2018 06 27 02 50,1
2018 06 27 03 00,2
2018 06 27 03 10,0
2018 06 27 03 20,1
2018 06 27 03 30,1
2018 06 27 03 40,0
2018 06 27 03 50,0
2018 06 27 04 00,0
2018 06 27 04 10,0
2018 06 27 04 20,0
2018 06 27 04 30,0
2018 06 27 04 40,0
2018 06 27 04 50,0
2018 06 27 05 00,0
2018 06 27 05 10,0
2018 06 27 05 20,2
2018 06 27 05 30,1
2018 06 27 05 40,0
2018 06 27 05 50,0
2018 06 27 06 00,0
2018 06 27 06 10,0
2018 06 27 06 20,0
2018 06 27 06 30,0
2018 06 27 06 40,2
2018 06 27 06 50,3
2018 06 27 07 00,6
2018 06 27 07 10,2
2018 06 27 07 20,9
2018 06 27 07 30,5
2018 06 27 07 40,15
2018 06 27 07 50,31
2018 06 27 08 00,36
2018 06 27 08 10,42
2018 06 27 08 20,58
2018 06 27 08 30,67
2018 06 27 08 40,70
2018 06 27 08 50,69
2018 06 27 09 00,75
2018 06 27 09 10,60
2018 06 27 09 20,52
2018 06 27 09 30,55
2018 06 27 09 40,58
2018 06 27 09 50,50
2018 06 27 10 00,50
2018 06 27 10 10,43
2018 06 27 10 20,38
2018 06 27 10 30,33
2018 06 27 10 40,31
2018 06 27 10 50,25
2018 06 27 11 00,19
2018 06 27 11 10,22
2018 06 27 11 20,29
2018 06 27 11 30,58
2018 06 27 11 40,78
2018 06 27 11 50,121
2018 06 27 12 00,173
2018 06 27 12 10,214
2018 06 27 12 20,239
2018 06 27 12 30,222
2018 06 27 12 40,256
2018 06 27 12 50,325
2018 06 27 13 00,377
2018 06 27 13 10,392
2018 06 27 13 20,415
2018 06 27 13 30,365
2018 06 27 13 40,297
2018 06 27 13 50,250
2018 06 27 14 00,189
2018 06 27 14 10,112
2018 06 27 14 20,66
2018 06 27 14 30,53
2018 06 27 14 40,26
2018 06 27 14 50,49
2018 06 27 15 00,47
2018 06 27 15 10,53
2018 06 27 15 20,40
2018 06 27 15 30,33
2018 06 27 15 40,32
2018 06 27 15 50,49
2018 06 27 16 00,47
2018 06 27 16 10,38
2018 06 27 16 20,37
2018 06 27 16 30,37
2018 06 27 16 40,31
2018 06 27 16 50,37
2018 06 27 17 00,48
2018 06 27 17 10,55
2018 06 27 17 20,76
2018 06 27 17 30,87
2018 06 27 17 40,103
2018 06 27 17 50,174
2018 06 27 18 00,237
2018 06 27 18 10,261
2018 06 27 18 20,258
2018 06 27 18 30,261
2018 06 27 18 40,255
2018 06 27 18 50,229
2018 06 27 19 00,199
2018 06 27 19 10,173
2018 06 27 19 20,153
2018 06 27 19 30,129
2018 06 27 19 40,119
2018 06 27 19 50,112
2018 06 27 20 00,99
2018 06 27 20 10,98
2018 06 27 20 20,91
2018 06 27 20 30,82
2018 06 27 20 40,62
2018 06 27 20 50,23
2018 06 27 21 00,30
2018 06 27 21 10,44
2018 06 27 21 20,41
2018 06 27 21 30,24
2018 06 27 21 40,26
2018 06 27 21 50,4
2018 06 27 22 00,29
2018 06 27 22 10,26
2018 06 27 22 20,17
2018 06 27 22 30,15
2018 06 27 22 40,10
2018 06 27 22 50,9
2018 06 27 23 00,13
2018 06 27 23 10,19
2018 06 27 23 20,17
2018 06 27 23 30,11
2018 06 27 23 40,10
2018 06 27 23 50,15
2018 06 28 00 00,9
2018 06 28 00 10,11
2018 06 28 00 20,11
2018 06 28 00 30,11
2018 06 28 00 40,13
2018 06 28 00 50,6
2018 06 28 01 00,7
2018 06 28 01 10,6
2018 06 28 01 20,3
2018 06 28 01 30,2
2018 06 28 01 40,2
2018 06 28 01 50,1
2018 06 28 02 00,1
2018 06 28 02 10,2
2018 06 28 02 20,3
2018 06 28 02 30,4
2018 06 28 02 40,4
2018 06 28 02 50,0
2018 06 28 03 00,1
2018 06 28 03 10,0
2018 06 28 03 20,2
2018 06 28 03 30,0
2018 06 28 03 40,0
2018 06 28 03 50,0
2018 06 28 04 00,0
2018 06 28 04 10,1
2018 06 28 04 20,1
2018 06 28 04 30,0
2018 06 28 04 40,1
2018 06 28 04 50,0
2018 06 28 05 00,0
2018 06 28 05 10,1
2018 06 28 05 20,0
2018 06 28 05 30,0
2018 06 28 05 40,1
2018 06 28 05 50,2
2018 06 28 06 00,0
2018 06 28 06 10,1
2018 06 28 06 20,2
2018 06 28 06 30,2
2018 06 28 06 40,4
2018 06 28 06 50,4
2018 06 28 07 00,8
2018 06 28 07 10,6
2018 06 28 07 20,14
2018 06 28 07 30,17
2018 06 28 07 40,17
2018 06 28 07 50,27
2018 06 28 08 00,32
2018 06 28 08 10,39
2018 06 28 08 20,53
2018 06 28 08 30,61
2018 06 28 08 40,70
2018 06 28 08 50,63
2018 06 28 09 00,53
2018 06 28 09 10,42
2018 06 28 09 20,49
2018 06 28 09 30,63
2018 06 28 09 40,42
2018 06 28 09 50,34
2018 06 28 10 00,35
2018 06 28 10 10,43
2018 06 28 10 20,30
2018 06 28 10 30,31
2018 06 28 10 40,32
2018 06 28 10 50,23
2018 06 28 11 00,23
2018 06 28 11 10,17
2018 06 28 11 20,27
2018 06 28 11 30,56
2018 06 28 11 40,73
2018 06 28 11 50,115
2018 06 28 12 00,155
2018 06 28 12 10,215
2018 06 28 12 20,268
2018 06 28 12 30,281
2018 06 28 12 40,266
2018 06 28 12 50,285
2018 06 28 13 00,326
2018 06 28 13 10,398
2018 06 28 13 20,348
2018 06 28 13 30,309
2018 06 28 13 40,278
2018 06 28 13 50,245
2018 06 28 14 00,181
2018 06 28 14 10,118
2018 06 28 14 20,83
2018 06 28 14 30,45
2018 06 28 14 40,43
2018 06 28 14 50,58
2018 06 28 15 00,62
2018 06 28 15 10,53
2018 06 28 15 20,52
2018 06 28 15 30,39
2018 06 28 15 40,43
2018 06 28 15 50,43
2018 06 28 16 00,55
2018 06 28 16 10,61
2018 06 28 16 20,46
2018 06 28 16 30,33
2018 06 28 16 40,35
2018 06 28 16 50,42
2018 06 28 17 00,49
2018 06 28 17 10,49
2018 06 28 17 20,55
2018 06 28 17 30,64
2018 06 28 17 40,73
2018 06 28 17 50,135
2018 06 28 18 00,233
2018 06 28 18 10,250
2018 06 28 18 20,248
2018 06 28 18 30,262
2018 06 28 18 40,243
2018 06 28 18 50,241
2018 06 28 19 00,171
2018 06 28 19 10,134
2018 06 28 19 20,152
2018 06 28 19 30,150
2018 06 28 19 40,105
2018 06 28 19 50,101
2018 06 28 20 00,104
2018 06 28 20 10,81
2018 06 28 20 20,92
2018 06 28 20 30,78
2018 06 28 20 40,69
2018 06 28 20 50,51
2018 06 28 21 00,56
2018 06 28 21 10,39
2018 06 28 21 20,34
2018 06 28 21 30,18
2018 06 28 21 40,13
2018 06 28 21 50,15
2018 06 28 22 00,31
2018 06 28 22 10,35
2018 06 28 22 20,22
2018 06 28 22 30,15
2018 06 28 22 40,13
2018 06 28 22 50,5
2018 06 28 23 00,12
2018 06 28 23 10,13
2018 06 28 23 20,15
2018 06 28 23 30,11
2018 06 28 23 40,13
2018 06 28 23 50,3
2018 06 29 00 00,5
2018 06 29 00 10,4
2018 06 29 00 20,9
2018 06 29 00 30,7
2018 06 29 00 40,2
2018 06 29 00 50,4
2018 06 29 01 00,3
2018 06 29 01 10,6
2018 06 29 01 20,7
2018 06 29 01 30,4
2018 06 29 01 40,2
2018 06 29 01 50,1
2018 06 29 02 00,1
2018 06 29 02 10,1
2018 06 29 02 20,1
2018 06 29 02 30,2
2018 06 29 02 40,2
2018 06 29 02 50,0
2018 06 29 03 00,0
2018 06 29 03 10,0
2018 06 29 03 20,0
2018 06 29 03 30,3
2018 06 29 03 40,2
2018 06 29 03 50,1
2018 06 29 04 00,0
2018 06 29 04 10,0
2018 06 29 04 20,3
2018 06 29 04 30,0
2018 06 29 04 40,0
2018 06 29 04 50,0
2018 06 29 05 00,1
2018 06 29 05 10,0
2018 06 29 05 20,0
2018 06 29 05 30,0
2018 06 29 05 40,0
2018 06 29 05 50,1
2018 06 29 06 00,0
2018 06 29 06 10,0
2018 06 29 06 20,0
2018 06 29 06 30,1
2018 06 29 06 40,2
2018 06 29 06 50,2
2018 06 29 07 00,1
2018 06 29 07 10,3
2018 06 29 07 20,9
2018 06 29 07 30,8
2018 06 29 07 40,12
2018 06 29 07 50,21
2018 06 29 08 00,28
2018 06 29 08 10,35
2018 06 29 08 20,50
2018 06 29 08 30,55
2018 06 29 08 40,67
2018 06 29 08 50,82
2018 06 29 09 00,88
2018 06 29 09 10,61
2018 06 29 09 20,50
2018 06 29 09 30,37
2018 06 29 09 40,29
2018 06 29 09 50,36
2018 06 29 10 00,42
2018 06 29 10 10,32
2018 06 29 10 20,24
2018 06 29 10 30,22
2018 06 29 10 40,15
2018 06 29 10 50,22
2018 06 29 11 00,19
2018 06 29 11 10,14
2018 06 29 11 20,30
2018 06 29 11 30,45
2018 06 29 11 40,62
2018 06 29 11 50,113
2018 06 29 12 00,142
2018 06 29 12 10,166
2018 06 29 12 20,172
2018 06 29 12 30,208
2018 06 29 12 40,236
2018 06 29 12 50,279
2018 06 29 13 00,335
2018 06 29 13 10,344
2018 06 29 13 20,309
2018 06 29 13 30,324
2018 06 29 13 40,265
2018 06 29 13 50,241
2018 06 29 14 00,217
2018 06 29 14 10,119
2018 06 29 14 20,82
2018 06 29 14 30,71
2018 06 29 14 40,58
2018 06 29 14 50,58
2018 06 29 15 00,62
2018 06 29 15 10,58
2018 06 29 15 20,53
2018 06 29 15 30,64
2018 06 29 15 40,61
2018 06 29 15 50,57
2018 06 29 16 00,46
2018 06 29 16 10,55
2018 06 29 16 20,63
2018 06 29 16 30,26
2018 06 29 16 40,33
2018 06 29 16 50,29
2018 06 29 17 00,41
2018 06 29 17 10,42
2018 06 29 17 20,58
2018 06 29 17 30,56
2018 06 29 17 40,95
2018 06 29 17 50,139
2018 06 29 18 00,192
2018 06 29 18 10,195
2018 06 29 18 20,174
2018 06 29 18 30,188
2018 06 29 18 40,180
2018 06 29 18 50,172
2018 06 29 19 00,153
2018 06 29 19 10,146
2018 06 29 19 20,149
2018 06 29 19 30,136
2018 06 29 19 40,105
2018 06 29 19 50,76
2018 06 29 20 00,68
2018 06 29 20 10,67
2018 06 29 20 20,47
2018 06 29 20 30,44
2018 06 29 20 40,31
2018 06 29 20 50,28
2018 06 29 21 00,23
2018 06 29 21 10,40
2018 06 29 21 20,27
2018 06 29 21 30,10
2018 06 29 21 40,5
2018 06 29 21 50,11
2018 06 29 22 00,11
2018 06 29 22 10,16
2018 06 29 22 20,28
2018 06 29 22 30,34
2018 06 29 22 40,0
2018 06 29 22 50,2
2018 06 29 23 00,13
2018 06 29 23 10,13
2018 06 29 23 20,11
2018 06 29 23 30,6
2018 06 29 23 40,4
2018 06 29 23 50,5
2018 06 30 00 00,14
2018 06 30 00 10,12
2018 06 30 00 20,4
2018 06 30 00 30,1
2018 06 30 00 40,3
2018 06 30 00 50,6
2018 06 30 01 00,1
2018 06 30 01 10,2
2018 06 30 01 20,1
2018 06 30 01 30,0
2018 06 30 01 40,0
2018 06 30 01 50,2
2018 06 30 02 00,1
2018 06 30 02 10,0
2018 06 30 02 20,0
2018 06 30 02 30,1
2018 06 30 02 40,3
2018 06 30 02 50,4
2018 06 30 03 00,2
2018 06 30 03 10,2
2018 06 30 03 20,1
2018 06 30 03 30,0
2018 06 30 03 40,0
2018 06 30 03 50,0
2018 06 30 04 00,0
2018 06 30 04 10,3
2018 06 30 04 20,1
2018 06 30 04 30,0
2018 06 30 04 40,0
2018 06 30 04 50,1
2018 06 30 05 00,2
2018 06 30 05 10,1
2018 06 30 05 20,0
2018 06 30 05 30,0
2018 06 30 05 40,0
2018 06 30 05 50,0
2018 06 30 06 00,1
2018 06 30 06 10,3
2018 06 30 06 20,3
2018 06 30 06 30,0
2018 06 30 06 40,1
2018 06 30 06 50,0
2018 06 30 07 00,2
2018 06 30 07 10,2
2018 06 30 07 20,2
2018 06 30 07 30,7
2018 06 30 07 40,14
2018 06 30 07 50,20
2018 06 30 08 00,24
2018 06 30 08 10,35
2018 06 30 08 20,35
2018 06 30 08 30,41
2018 06 30 08 40,41
2018 06 30 08 50,32
2018 06 30 09 00,40
2018 06 30 09 10,33
2018 06 30 09 20,31
2018 06 30 09 30,22
2018 06 30 09 40,37
2018 06 30 09 50,41
2018 06 30 10 00,37
2018 06 30 10 10,31
2018 06 30 10 20,32
2018 06 30 10 30,35
2018 06 30 10 40,27
2018 06 30 10 50,29
2018 06 30 11 00,24
2018 06 30 11 10,15
2018 06 30 11 20,29
2018 06 30 11 30,41
2018 06 30 11 40,44
2018 06 30 11 50,65
2018 06 30 12 00,83
2018 06 30 12 10,105
2018 06 30 12 20,118
2018 06 30 12 30,129
2018 06 30 12 40,144
2018 06 30 12 50,181
2018 06 30 13 00,195
2018 06 30 13 10,179
2018 06 30 13 20,144
2018 06 30 13 30,113
2018 06 30 13 40,111
2018 06 30 13 50,93
2018 06 30 14 00,75
2018 06 30 14 10,64
2018 06 30 14 20,53
2018 06 30 14 30,49
2018 06 30 14 40,45
2018 06 30 14 50,44
2018 06 30 15 00,51
2018 06 30 15 10,63
2018 06 30 15 20,36
2018 06 30 15 30,48
2018 06 30 15 40,52
2018 06 30 15 50,42
2018 06 30 16 00,30
2018 06 30 16 10,37
2018 06 30 16 20,22
2018 06 30 16 30,18
2018 06 30 16 40,20
2018 06 30 16 50,15
2018 06 30 17 00,25
2018 06 30 17 10,32
2018 06 30 17 20,32
2018 06 30 17 30,33
2018 06 30 17 40,51
2018 06 30 17 50,90
2018 06 30 18 00,134
2018 06 30 18 10,165
2018 06 30 18 20,138
2018 06 30 18 30,112
2018 06 30 18 40,116
2018 06 30 18 50,97
2018 06 30 19 00,108
2018 06 30 19 10,139
2018 06 30 19 20,137
2018 06 30 19 30,102
2018 06 30 19 40,109
2018 06 30 19 50,86
2018 06 30 20 00,87
2018 06 30 20 10,77
2018 06 30 20 20,53
2018 06 30 20 30,23
2018 06 30 20 40,28
2018 06 30 20 50,27
2018 06 30 21 00,18
2018 06 30 21 10,18
2018 06 30 21 20,21
2018 06 30 21 30,12
2018 06 30 21 40,11
2018 06 30 21 50,15
2018 06 30 22 00,21
2018 06 30 22 10,20
2018 06 30 22 20,11
2018 06 30 22 30,21
2018 06 30 22 40,14
2018 06 30 22 50,8
2018 06 30 23 00,7
2018 06 30 23 10,9
2018 06 30 23 20,11
2018 06 30 23 30,10
2018 06 30 23 40,8
2018 06 30 23 50,11
2018 07 01 00 00,0
2018 07 01 00 10,7
2018 07 01 00 20,3
2018 07 01 00 30,1
2018 07 01 00 40,4
2018 07 01 00 50,3
2018 07 01 01 00,0
2018 07 01 01 10,1
2018 07 01 01 20,5
2018 07 01 01 30,4
2018 07 01 01 40,5
2018 07 01 01 50,2
2018 07 01 02 00,4
2018 07 01 02 10,4
2018 07 01 02 20,0
2018 07 01 02 30,0
2018 07 01 02 40,0
2018 07 01 02 50,0
2018 07 01 03 00,0
2018 07 01 03 10,1
2018 07 01 03 20,1
2018 07 01 03 30,0
2018 07 01 03 40,0
2018 07 01 03 50,0
2018 07 01 04 00,0
2018 07 01 04 10,0
2018 07 01 04 20,0
2018 07 01 04 30,1
2018 07 01 04 40,0
2018 07 01 04 50,3
2018 07 01 05 00,3
2018 07 01 05 10,0
2018 07 01 05 20,0
2018 07 01 05 30,0
2018 07 01 05 40,0
2018 07 01 05 50,1
2018 07 01 06 00,0
2018 07 01 06 10,1
2018 07 01 06 20,0
2018 07 01 06 30,0
2018 07 01 06 40,0
2018 07 01 06 50,1
2018 07 01 07 00,1
2018 07 01 07 10,1
2018 07 01 07 20,0
2018 07 01 07 30,5
2018 07 01 07 40,0
2018 07 01 07 50,2
2018 07 01 08 00,5
2018 07 01 08 10,2
2018 07 01 08 20,3
2018 07 01 08 30,6
2018 07 01 08 40,2
2018 07 01 08 50,5
2018 07 01 09 00,5
2018 07 01 09 10,8
2018 07 01 09 20,10
2018 07 01 09 30,7
2018 07 01 09 40,4
2018 07 01 09 50,9
2018 07 01 10 00,2
2018 07 01 10 10,8
2018 07 01 10 20,8
2018 07 01 10 30,8
2018 07 01 10 40,7
2018 07 01 10 50,6
2018 07 01 11 00,12
2018 07 01 11 10,6
2018 07 01 11 20,9
2018 07 01 11 30,5
2018 07 01 11 40,6
2018 07 01 11 50,12
2018 07 01 12 00,8
2018 07 01 12 10,11
2018 07 01 12 20,15
2018 07 01 12 30,16
2018 07 01 12 40,9
2018 07 01 12 50,16
2018 07 01 13 00,22
2018 07 01 13 10,17
2018 07 01 13 20,35
2018 07 01 13 30,42
2018 07 01 13 40,20
2018 07 01 13 50,21
2018 07 01 14 00,19
2018 07 01 14 10,12
2018 07 01 14 20,16
2018 07 01 14 30,19
2018 07 01 14 40,17
2018 07 01 14 50,19
2018 07 01 15 00,18
2018 07 01 15 10,6
2018 07 01 15 20,17
2018 07 01 15 30,13
2018 07 01 15 40,11
2018 07 01 15 50,14
2018 07 01 16 00,16
2018 07 01 16 10,6
2018 07 01 16 20,13
2018 07 01 16 30,9
2018 07 01 16 40,10
2018 07 01 16 50,11
2018 07 01 17 00,16
2018 07 01 17 10,20
2018 07 01 17 20,12
2018 07 01 17 30,19
2018 07 01 17 40,23
2018 07 01 17 50,21
2018 07 01 18 00,18
2018 07 01 18 10,34
2018 07 01 18 20,10
2018 07 01 18 30,19
2018 07 01 18 40,26
2018 07 01 18 50,20
2018 07 01 19 00,30
2018 07 01 19 10,20
2018 07 01 19 20,7
2018 07 01 19 30,18
2018 07 01 19 40,21
2018 07 01 19 50,24
2018 07 01 20 00,24
2018 07 01 20 10,20
2018 07 01 20 20,5
2018 07 01 20 30,17
2018 07 01 20 40,21
2018 07 01 20 50,24
2018 07 01 21 00,27
2018 07 01 21 10,22
2018 07 01 21 20,21
2018 07 01 21 30,7
2018 07 01 21 40,6
2018 07 01 21 50,14
2018 07 01 22 00,11
2018 07 01 22 10,8
2018 07 01 22 20,18
2018 07 01 22 30,12
2018 07 01 22 40,19
2018 07 01 22 50,15
2018 07 01 23 00,11
2018 07 01 23 10,9
2018 07 01 23 20,9
2018 07 01 23 30,4
2018 07 01 23 40,12
2018 07 01 23 50,7
2018 07 02 00 00,3
2018 07 02 00 10,7
2018 07 02 00 20,1
2018 07 02 00 30,3
2018 07 02 00 40,3
2018 07 02 00 50,0
2018 07 02 01 00,0
2018 07 02 01 10,4
2018 07 02 01 20,0
2018 07 02 01 30,4
2018 07 02 01 40,2
2018 07 02 01 50,1
2018 07 02 02 00,1
2018 07 02 02 10,0
2018 07 02 02 20,0
2018 07 02 02 30,0
2018 07 02 02 40,0
2018 07 02 02 50,0
2018 07 02 03 00,0
2018 07 02 03 10,0
2018 07 02 03 20,0
2018 07 02 03 30,0
2018 07 02 03 40,0
2018 07 02 03 50,1
2018 07 02 04 00,1
2018 07 02 04 10,0
2018 07 02 04 20,0
2018 07 02 04 30,0
2018 07 02 04 40,0
2018 07 02 04 50,0
2018 07 02 05 00,0
2018 07 02 05 10,0
2018 07 02 05 20,0
2018 07 02 05 30,0
2018 07 02 05 40,0
2018 07 02 05 50,0
2018 07 02 06 00,0
2018 07 02 06 10,0
2018 07 02 06 20,1
2018 07 02 06 30,0
2018 07 02 06 40,1
2018 07 02 06 50,3
2018 07 02 07 00,3
2018 07 02 07 10,0
2018 07 02 07 20,0
2018 07 02 07 30,3
2018 07 02 07 40,2
2018 07 02 07 50,6
2018 07 02 08 00,9
2018 07 02 08 10,9
2018 07 02 08 20,10
2018 07 02 08 30,7
2018 07 02 08 40,10
2018 07 02 08 50,10
2018 07 02 09 00,10
2018 07 02 09 10,12
2018 07 02 09 20,17
2018 07 02 09 30,20
2018 07 02 09 40,17
2018 07 02 09 50,20
2018 07 02 10 00,19
2018 07 02 10 10,19
2018 07 02 10 20,16
2018 07 02 10 30,18
2018 07 02 10 40,20
2018 07 02 10 50,19
2018 07 02 11 00,27
2018 07 02 11 10,28
2018 07 02 11 20,36
2018 07 02 11 30,33
2018 07 02 11 40,59
2018 07 02 11 50,64
2018 07 02 12 00,78
2018 07 02 12 10,95
2018 07 02 12 20,110
2018 07 02 12 30,117
2018 07 02 12 40,104
2018 07 02 12 50,131
2018 07 02 13 00,129
2018 07 02 13 10,116
2018 07 02 13 20,123
2018 07 02 13 30,117
2018 07 02 13 40,101
2018 07 02 13 50,88
2018 07 02 14 00,67
2018 07 02 14 10,56
2018 07 02 14 20,54
2018 07 02 14 30,43
2018 07 02 14 40,38
2018 07 02 14 50,48
2018 07 02 15 00,38
2018 07 02 15 10,44
2018 07 02 15 20,38
2018 07 02 15 30,43
2018 07 02 15 40,42
2018 07 02 15 50,40
2018 07 02 16 00,43
2018 07 02 16 10,40
2018 07 02 16 20,36
2018 07 02 16 30,43
2018 07 02 16 40,46
2018 07 02 16 50,42
2018 07 02 17 00,54
2018 07 02 17 10,33
2018 07 02 17 20,47
2018 07 02 17 30,61
2018 07 02 17 40,74
2018 07 02 17 50,98
2018 07 02 18 00,155
2018 07 02 18 10,149
2018 07 02 18 20,177
2018 07 02 18 30,200
2018 07 02 18 40,174
2018 07 02 18 50,173
2018 07 02 19 00,167
2018 07 02 19 10,128
2018 07 02 19 20,140
2018 07 02 19 30,130
2018 07 02 19 40,117
2018 07 02 19 50,97
2018 07 02 20 00,79
2018 07 02 20 10,73
2018 07 02 20 20,42
2018 07 02 20 30,35
2018 07 02 20 40,43
2018 07 02 20 50,36
2018 07 02 21 00,33
2018 07 02 21 10,25
2018 07 02 21 20,8
2018 07 02 21 30,16
2018 07 02 21 40,24
2018 07 02 21 50,20
2018 07 02 22 00,13
2018 07 02 22 10,22
2018 07 02 22 20,13
