date,total
2018 07 02 22 30,23
2018 07 02 22 40,11
2018 07 02 22 50,9
2018 07 02 23 00,12
2018 07 02 23 10,12
2018 07 02 23 20,3
2018 07 02 23 30,6
2018 07 02 23 40,13
2018 07 02 23 50,9
2018 07 03 00 00,9
2018 07 03 00 10,5
2018 07 03 00 20,9
2018 07 03 00 30,3
2018 07 03 00 40,2
2018 07 03 00 50,1
2018 07 03 01 00,3
2018 07 03 01 10,3
2018 07 03 01 20,2
2018 07 03 01 30,1
2018 07 03 01 40,0
2018 07 03 01 50,2
2018 07 03 02 00,1
2018 07 03 02 10,2
2018 07 03 02 20,0
2018 07 03 02 30,0
2018 07 03 02 40,0
2018 07 03 02 50,0
2018 07 03 03 00,0
2018 07 03 03 10,0
2018 07 03 03 20,0
2018 07 03 03 30,0
2018 07 03 03 40,0
2018 07 03 03 50,0
2018 07 03 04 00,0
2018 07 03 04 10,0
2018 07 03 04 20,1
2018 07 03 04 30,0
2018 07 03 04 40,1
2018 07 03 04 50,1
2018 07 03 05 00,0
2018 07 03 05 10,0
2018 07 03 05 20,0
2018 07 03 05 30,0
2018 07 03 05 40,0
2018 07 03 05 50,0
2018 07 03 06 00,0
2018 07 03 06 10,1
2018 07 03 06 20,0
2018 07 03 06 30,0
2018 07 03 06 40,0
2018 07 03 06 50,2
2018 07 03 07 00,2
2018 07 03 07 10,3
2018 07 03 07 20,6
2018 07 03 07 30,18
2018 07 03 07 40,23
2018 07 03 07 50,23
2018 07 03 08 00,35
2018 07 03 08 10,40
2018 07 03 08 20,56
2018 07 03 08 30,55
2018 07 03 08 40,57
2018 07 03 08 50,61
2018 07 03 09 00,58
2018 07 03 09 10,43
2018 07 03 09 20,37
2018 07 03 09 30,34
2018 07 03 09 40,33
2018 07 03 09 50,32
2018 07 03 10 00,34
2018 07 03 10 10,32
2018 07 03 10 20,23
2018 07 03 10 30,26
2018 07 03 10 40,18
2018 07 03 10 50,17
2018 07 03 11 00,19
2018 07 03 11 10,22
2018 07 03 11 20,26
2018 07 03 11 30,32
2018 07 03 11 40,45
2018 07 03 11 50,77
2018 07 03 12 00,129
2018 07 03 12 10,185
2018 07 03 12 20,257
2018 07 03 12 30,298
2018 07 03 12 40,328
2018 07 03 12 50,411
2018 07 03 13 00,372
2018 07 03 13 10,384
2018 07 03 13 20,367
2018 07 03 13 30,342
2018 07 03 13 40,302
2018 07 03 13 50,229
2018 07 03 14 00,159
2018 07 03 14 10,118
2018 07 03 14 20,72
2018 07 03 14 30,53
2018 07 03 14 40,46
2018 07 03 14 50,53
2018 07 03 15 00,45
2018 07 03 15 10,53
2018 07 03 15 20,48
2018 07 03 15 30,34
2018 07 03 15 40,34
2018 07 03 15 50,40
2018 07 03 16 00,32
2018 07 03 16 10,44
2018 07 03 16 20,40
2018 07 03 16 30,43
2018 07 03 16 40,49
2018 07 03 16 50,41
2018 07 03 17 00,36
2018 07 03 17 10,45
2018 07 03 17 20,54
2018 07 03 17 30,85
2018 07 03 17 40,116
2018 07 03 17 50,164
2018 07 03 18 00,225
2018 07 03 18 10,269
2018 07 03 18 20,271
2018 07 03 18 30,280
2018 07 03 18 40,258
2018 07 03 18 50,231
2018 07 03 19 00,216
2018 07 03 19 10,211
2018 07 03 19 20,186
2018 07 03 19 30,172
2018 07 03 19 40,155
2018 07 03 19 50,135
2018 07 03 20 00,104
2018 07 03 20 10,65
2018 07 03 20 20,64
2018 07 03 20 30,59
2018 07 03 20 40,48
2018 07 03 20 50,55
2018 07 03 21 00,47
2018 07 03 21 10,11
2018 07 03 21 20,29
2018 07 03 21 30,15
2018 07 03 21 40,34
2018 07 03 21 50,50
2018 07 03 22 00,29
2018 07 03 22 10,17
2018 07 03 22 20,11
2018 07 03 22 30,12
2018 07 03 22 40,9
2018 07 03 22 50,13
2018 07 03 23 00,15
2018 07 03 23 10,11
2018 07 03 23 20,8
2018 07 03 23 30,10
2018 07 03 23 40,4
2018 07 03 23 50,8
2018 07 04 00 00,18
2018 07 04 00 10,11
2018 07 04 00 20,1
2018 07 04 00 30,2
2018 07 04 00 40,4
2018 07 04 00 50,5
2018 07 04 01 00,1
2018 07 04 01 10,0
2018 07 04 01 20,0
2018 07 04 01 30,1
2018 07 04 01 40,2
2018 07 04 01 50,1
2018 07 04 02 00,1
2018 07 04 02 10,0
2018 07 04 02 20,1
2018 07 04 02 30,0
2018 07 04 02 40,0
2018 07 04 02 50,1
2018 07 04 03 00,1
2018 07 04 03 10,0
2018 07 04 03 20,0
2018 07 04 03 30,0
2018 07 04 03 40,1
2018 07 04 03 50,2
2018 07 04 04 00,0
2018 07 04 04 10,1
2018 07 04 04 20,0
2018 07 04 04 30,0
2018 07 04 04 40,0
2018 07 04 04 50,0
2018 07 04 05 00,0
2018 07 04 05 10,0
2018 07 04 05 20,0
2018 07 04 05 30,0
2018 07 04 05 40,0
2018 07 04 05 50,0
2018 07 04 06 00,0
2018 07 04 06 10,0
2018 07 04 06 20,0
2018 07 04 06 30,0
2018 07 04 06 40,0
2018 07 04 06 50,1
2018 07 04 07 00,4
2018 07 04 07 10,4
2018 07 04 07 20,9
2018 07 04 07 30,13
2018 07 04 07 40,15
2018 07 04 07 50,24
2018 07 04 08 00,35
2018 07 04 08 10,41
2018 07 04 08 20,55
2018 07 04 08 30,64
2018 07 04 08 40,54
2018 07 04 08 50,59
2018 07 04 09 00,51
2018 07 04 09 10,43
2018 07 04 09 20,52
2018 07 04 09 30,45
2018 07 04 09 40,53
2018 07 04 09 50,51
2018 07 04 10 00,31
2018 07 04 10 10,25
2018 07 04 10 20,32
2018 07 04 10 30,37
2018 07 04 10 40,26
2018 07 04 10 50,26
2018 07 04 11 00,21
2018 07 04 11 10,19
2018 07 04 11 20,37
2018 07 04 11 30,58
2018 07 04 11 40,84
2018 07 04 11 50,112
2018 07 04 12 00,173
2018 07 04 12 10,199
2018 07 04 12 20,240
2018 07 04 12 30,265
2018 07 04 12 40,308
2018 07 04 12 50,344
2018 07 04 13 00,362
2018 07 04 13 10,371
2018 07 04 13 20,372
2018 07 04 13 30,336
2018 07 04 13 40,313
2018 07 04 13 50,250
2018 07 04 14 00,215
2018 07 04 14 10,114
2018 07 04 14 20,88
2018 07 04 14 30,59
2018 07 04 14 40,80
2018 07 04 14 50,60
2018 07 04 15 00,51
2018 07 04 15 10,63
2018 07 04 15 20,47
2018 07 04 15 30,35
2018 07 04 15 40,41
2018 07 04 15 50,42
2018 07 04 16 00,36
2018 07 04 16 10,42
2018 07 04 16 20,44
2018 07 04 16 30,40
2018 07 04 16 40,49
2018 07 04 16 50,65
2018 07 04 17 00,48
2018 07 04 17 10,49
2018 07 04 17 20,64
2018 07 04 17 30,99
2018 07 04 17 40,121
2018 07 04 17 50,164
2018 07 04 18 00,212
2018 07 04 18 10,257
2018 07 04 18 20,269
2018 07 04 18 30,266
2018 07 04 18 40,276
2018 07 04 18 50,247
2018 07 04 19 00,181
2018 07 04 19 10,165
2018 07 04 19 20,155
2018 07 04 19 30,124
2018 07 04 19 40,116
2018 07 04 19 50,107
2018 07 04 20 00,81
2018 07 04 20 10,96
2018 07 04 20 20,78
2018 07 04 20 30,82
2018 07 04 20 40,65
2018 07 04 20 50,63
2018 07 04 21 00,39
2018 07 04 21 10,27
2018 07 04 21 20,31
2018 07 04 21 30,23
2018 07 04 21 40,30
2018 07 04 21 50,39
2018 07 04 22 00,24
2018 07 04 22 10,9
2018 07 04 22 20,15
2018 07 04 22 30,14
2018 07 04 22 40,5
2018 07 04 22 50,14
2018 07 04 23 00,12
2018 07 04 23 10,5
2018 07 04 23 20,11
2018 07 04 23 30,14
2018 07 04 23 40,9
2018 07 04 23 50,13
2018 07 05 00 00,20
2018 07 05 00 10,4
2018 07 05 00 20,10
2018 07 05 00 30,16
2018 07 05 00 40,4
2018 07 05 00 50,6
2018 07 05 01 00,1
2018 07 05 01 10,3
2018 07 05 01 20,4
2018 07 05 01 30,4
2018 07 05 01 40,2
2018 07 05 01 50,0
2018 07 05 02 00,0
2018 07 05 02 10,0
2018 07 05 02 20,2
2018 07 05 02 30,3
2018 07 05 02 40,3
2018 07 05 02 50,0
2018 07 05 03 00,0
2018 07 05 03 10,0
2018 07 05 03 20,0
2018 07 05 03 30,1
2018 07 05 03 40,1
2018 07 05 03 50,0
2018 07 05 04 00,0
2018 07 05 04 10,0
2018 07 05 04 20,0
2018 07 05 04 30,0
2018 07 05 04 40,0
2018 07 05 04 50,0
2018 07 05 05 00,0
2018 07 05 05 10,0
2018 07 05 05 20,0
2018 07 05 05 30,0
2018 07 05 05 40,1
2018 07 05 05 50,2
2018 07 05 06 00,1
2018 07 05 06 10,0
2018 07 05 06 20,2
2018 07 05 06 30,0
2018 07 05 06 40,0
2018 07 05 06 50,5
2018 07 05 07 00,7
2018 07 05 07 10,5
2018 07 05 07 20,3
2018 07 05 07 30,17
2018 07 05 07 40,17
2018 07 05 07 50,24
2018 07 05 08 00,35
2018 07 05 08 10,35
2018 07 05 08 20,44
2018 07 05 08 30,63
2018 07 05 08 40,81
2018 07 05 08 50,88
2018 07 05 09 00,63
2018 07 05 09 10,53
2018 07 05 09 20,46
2018 07 05 09 30,39
2018 07 05 09 40,44
2018 07 05 09 50,40
2018 07 05 10 00,40
2018 07 05 10 10,40
2018 07 05 10 20,33
2018 07 05 10 30,26
2018 07 05 10 40,24
2018 07 05 10 50,33
2018 07 05 11 00,21
2018 07 05 11 10,24
2018 07 05 11 20,22
2018 07 05 11 30,26
2018 07 05 11 40,53
2018 07 05 11 50,83
2018 07 05 12 00,139
2018 07 05 12 10,164
2018 07 05 12 20,266
2018 07 05 12 30,321
2018 07 05 12 40,302
2018 07 05 12 50,340
2018 07 05 13 00,356
2018 07 05 13 10,338
2018 07 05 13 20,358
2018 07 05 13 30,316
2018 07 05 13 40,249
2018 07 05 13 50,208
2018 07 05 14 00,149
2018 07 05 14 10,107
2018 07 05 14 20,89
2018 07 05 14 30,61
2018 07 05 14 40,52
2018 07 05 14 50,41
2018 07 05 15 00,35
2018 07 05 15 10,66
2018 07 05 15 20,56
2018 07 05 15 30,44
2018 07 05 15 40,46
2018 07 05 15 50,41
2018 07 05 16 00,40
2018 07 05 16 10,40
2018 07 05 16 20,41
2018 07 05 16 30,35
2018 07 05 16 40,57
2018 07 05 16 50,37
2018 07 05 17 00,43
2018 07 05 17 10,46
2018 07 05 17 20,52
2018 07 05 17 30,69
2018 07 05 17 40,100
2018 07 05 17 50,129
2018 07 05 18 00,198
2018 07 05 18 10,253
2018 07 05 18 20,260
2018 07 05 18 30,269
2018 07 05 18 40,249
2018 07 05 18 50,222
2018 07 05 19 00,204
2018 07 05 19 10,158
2018 07 05 19 20,128
2018 07 05 19 30,126
2018 07 05 19 40,141
2018 07 05 19 50,126
2018 07 05 20 00,114
2018 07 05 20 10,94
2018 07 05 20 20,67
2018 07 05 20 30,65
2018 07 05 20 40,56
2018 07 05 20 50,46
2018 07 05 21 00,27
2018 07 05 21 10,42
2018 07 05 21 20,32
2018 07 05 21 30,21
2018 07 05 21 40,17
2018 07 05 21 50,28
2018 07 05 22 00,10
2018 07 05 22 10,16
2018 07 05 22 20,19
2018 07 05 22 30,21
2018 07 05 22 40,17
2018 07 05 22 50,10
2018 07 05 23 00,1
2018 07 05 23 10,17
2018 07 05 23 20,19
2018 07 05 23 30,14
2018 07 05 23 40,9
2018 07 05 23 50,8
2018 07 06 00 00,14
2018 07 06 00 10,11
2018 07 06 00 20,10
2018 07 06 00 30,4
2018 07 06 00 40,2
2018 07 06 00 50,3
2018 07 06 01 00,0
2018 07 06 01 10,6
2018 07 06 01 20,5
2018 07 06 01 30,0
2018 07 06 01 40,0
2018 07 06 01 50,3
2018 07 06 02 00,1
2018 07 06 02 10,0
2018 07 06 02 20,0
2018 07 06 02 30,0
2018 07 06 02 40,3
2018 07 06 02 50,3
2018 07 06 03 00,0
2018 07 06 03 10,1
2018 07 06 03 20,1
2018 07 06 03 30,1
2018 07 06 03 40,0
2018 07 06 03 50,0
2018 07 06 04 00,0
2018 07 06 04 10,1
2018 07 06 04 20,0
2018 07 06 04 30,0
2018 07 06 04 40,0
2018 07 06 04 50,0
2018 07 06 05 00,0
2018 07 06 05 10,0
2018 07 06 05 20,0
2018 07 06 05 30,0
2018 07 06 05 40,0
2018 07 06 05 50,0
2018 07 06 06 00,0
2018 07 06 06 10,0
2018 07 06 06 20,0
2018 07 06 06 30,0
2018 07 06 06 40,0
2018 07 06 06 50,4
2018 07 06 07 00,4
2018 07 06 07 10,5
2018 07 06 07 20,8
2018 07 06 07 30,21
2018 07 06 07 40,21
2018 07 06 07 50,37
2018 07 06 08 00,44
2018 07 06 08 10,50
2018 07 06 08 20,55
2018 07 06 08 30,59
2018 07 06 08 40,61
2018 07 06 08 50,60
2018 07 06 09 00,66
2018 07 06 09 10,56
2018 07 06 09 20,29
2018 07 06 09 30,38
2018 07 06 09 40,50
2018 07 06 09 50,53
2018 07 06 10 00,43
2018 07 06 10 10,34
2018 07 06 10 20,25
2018 07 06 10 30,26
2018 07 06 10 40,25
2018 07 06 10 50,29
2018 07 06 11 00,20
2018 07 06 11 10,17
2018 07 06 11 20,26
2018 07 06 11 30,36
2018 07 06 11 40,65
2018 07 06 11 50,109
2018 07 06 12 00,170
2018 07 06 12 10,203
2018 07 06 12 20,201
2018 07 06 12 30,230
2018 07 06 12 40,261
2018 07 06 12 50,304
2018 07 06 13 00,359
2018 07 06 13 10,335
2018 07 06 13 20,344
2018 07 06 13 30,327
2018 07 06 13 40,273
2018 07 06 13 50,219
2018 07 06 14 00,150
2018 07 06 14 10,114
2018 07 06 14 20,76
2018 07 06 14 30,66
2018 07 06 14 40,46
2018 07 06 14 50,51
2018 07 06 15 00,55
2018 07 06 15 10,55
2018 07 06 15 20,50
2018 07 06 15 30,46
2018 07 06 15 40,54
2018 07 06 15 50,46
2018 07 06 16 00,42
2018 07 06 16 10,40
2018 07 06 16 20,41
2018 07 06 16 30,49
2018 07 06 16 40,32
2018 07 06 16 50,43
2018 07 06 17 00,40
2018 07 06 17 10,57
2018 07 06 17 20,65
2018 07 06 17 30,69
2018 07 06 17 40,83
2018 07 06 17 50,154
2018 07 06 18 00,190
2018 07 06 18 10,219
2018 07 06 18 20,236
2018 07 06 18 30,208
2018 07 06 18 40,194
2018 07 06 18 50,164
2018 07 06 19 00,147
2018 07 06 19 10,121
2018 07 06 19 20,108
2018 07 06 19 30,108
2018 07 06 19 40,104
2018 07 06 19 50,73
2018 07 06 20 00,70
2018 07 06 20 10,43
2018 07 06 20 20,38
2018 07 06 20 30,40
2018 07 06 20 40,34
2018 07 06 20 50,23
2018 07 06 21 00,25
2018 07 06 21 10,41
2018 07 06 21 20,38
2018 07 06 21 30,27
2018 07 06 21 40,20
2018 07 06 21 50,16
2018 07 06 22 00,22
2018 07 06 22 10,19
2018 07 06 22 20,19
2018 07 06 22 30,14
2018 07 06 22 40,16
2018 07 06 22 50,18
2018 07 06 23 00,7
2018 07 06 23 10,11
2018 07 06 23 20,9
2018 07 06 23 30,7
2018 07 06 23 40,11
2018 07 06 23 50,8
2018 07 07 00 00,4
2018 07 07 00 10,14
2018 07 07 00 20,10
2018 07 07 00 30,2
2018 07 07 00 40,1
2018 07 07 00 50,1
2018 07 07 01 00,2
2018 07 07 01 10,3
2018 07 07 01 20,3
2018 07 07 01 30,2
2018 07 07 01 40,1
2018 07 07 01 50,5
2018 07 07 02 00,0
2018 07 07 02 10,0
2018 07 07 02 20,0
2018 07 07 02 30,1
2018 07 07 02 40,1
2018 07 07 02 50,4
2018 07 07 03 00,1
2018 07 07 03 10,1
2018 07 07 03 20,0
2018 07 07 03 30,1
2018 07 07 03 40,0
2018 07 07 03 50,0
2018 07 07 04 00,0
2018 07 07 04 10,0
2018 07 07 04 20,0
2018 07 07 04 30,0
2018 07 07 04 40,0
2018 07 07 04 50,2
2018 07 07 05 00,1
2018 07 07 05 10,0
2018 07 07 05 20,1
2018 07 07 05 30,1
2018 07 07 05 40,0
2018 07 07 05 50,0
2018 07 07 06 00,0
2018 07 07 06 10,0
2018 07 07 06 20,0
2018 07 07 06 30,0
2018 07 07 06 40,0
2018 07 07 06 50,5
2018 07 07 07 00,2
2018 07 07 07 10,4
2018 07 07 07 20,7
2018 07 07 07 30,14
2018 07 07 07 40,17
2018 07 07 07 50,24
2018 07 07 08 00,26
2018 07 07 08 10,21
2018 07 07 08 20,33
2018 07 07 08 30,33
2018 07 07 08 40,32
2018 07 07 08 50,35
2018 07 07 09 00,40
2018 07 07 09 10,34
2018 07 07 09 20,24
2018 07 07 09 30,21
2018 07 07 09 40,18
2018 07 07 09 50,23
2018 07 07 10 00,37
2018 07 07 10 10,22
2018 07 07 10 20,21
2018 07 07 10 30,22
2018 07 07 10 40,26
2018 07 07 10 50,24
2018 07 07 11 00,21
2018 07 07 11 10,23
2018 07 07 11 20,32
2018 07 07 11 30,45
2018 07 07 11 40,55
2018 07 07 11 50,68
2018 07 07 12 00,69
2018 07 07 12 10,70
2018 07 07 12 20,87
2018 07 07 12 30,85
2018 07 07 12 40,135
2018 07 07 12 50,130
2018 07 07 13 00,136
2018 07 07 13 10,130
2018 07 07 13 20,142
2018 07 07 13 30,121
2018 07 07 13 40,104
2018 07 07 13 50,74
2018 07 07 14 00,79
2018 07 07 14 10,74
2018 07 07 14 20,67
2018 07 07 14 30,61
2018 07 07 14 40,53
2018 07 07 14 50,55
2018 07 07 15 00,42
2018 07 07 15 10,45
2018 07 07 15 20,45
2018 07 07 15 30,44
2018 07 07 15 40,37
2018 07 07 15 50,41
2018 07 07 16 00,41
2018 07 07 16 10,30
2018 07 07 16 20,36
2018 07 07 16 30,35
2018 07 07 16 40,21
2018 07 07 16 50,20
2018 07 07 17 00,39
2018 07 07 17 10,34
2018 07 07 17 20,38
2018 07 07 17 30,52
2018 07 07 17 40,60
2018 07 07 17 50,93
2018 07 07 18 00,126
2018 07 07 18 10,143
2018 07 07 18 20,170
2018 07 07 18 30,155
2018 07 07 18 40,120
2018 07 07 18 50,130
2018 07 07 19 00,139
2018 07 07 19 10,137
2018 07 07 19 20,134
2018 07 07 19 30,114
2018 07 07 19 40,98
2018 07 07 19 50,84
2018 07 07 20 00,66
2018 07 07 20 10,55
2018 07 07 20 20,52
2018 07 07 20 30,49
2018 07 07 20 40,38
2018 07 07 20 50,21
2018 07 07 21 00,23
2018 07 07 21 10,22
2018 07 07 21 20,19
2018 07 07 21 30,9
2018 07 07 21 40,18
2018 07 07 21 50,4
2018 07 07 22 00,12
2018 07 07 22 10,15
2018 07 07 22 20,16
2018 07 07 22 30,20
2018 07 07 22 40,19
2018 07 07 22 50,1
2018 07 07 23 00,6
2018 07 07 23 10,14
2018 07 07 23 20,9
2018 07 07 23 30,6
2018 07 07 23 40,8
2018 07 07 23 50,12
2018 07 08 00 00,6
2018 07 08 00 10,4
2018 07 08 00 20,9
2018 07 08 00 30,2
2018 07 08 00 40,1
2018 07 08 00 50,3
2018 07 08 01 00,4
2018 07 08 01 10,3
2018 07 08 01 20,1
2018 07 08 01 30,4
2018 07 08 01 40,1
2018 07 08 01 50,0
2018 07 08 02 00,1
2018 07 08 02 10,2
2018 07 08 02 20,0
2018 07 08 02 30,0
2018 07 08 02 40,0
2018 07 08 02 50,0
2018 07 08 03 00,0
2018 07 08 03 10,0
2018 07 08 03 20,0
2018 07 08 03 30,0
2018 07 08 03 40,0
2018 07 08 03 50,1
2018 07 08 04 00,0
2018 07 08 04 10,0
2018 07 08 04 20,0
2018 07 08 04 30,0
2018 07 08 04 40,0
2018 07 08 04 50,1
2018 07 08 05 00,0
2018 07 08 05 10,1
2018 07 08 05 20,0
2018 07 08 05 30,0
2018 07 08 05 40,0
2018 07 08 05 50,0
2018 07 08 06 00,0
2018 07 08 06 10,0
2018 07 08 06 20,0
2018 07 08 06 30,0
2018 07 08 06 40,1
2018 07 08 06 50,0
2018 07 08 07 00,0
2018 07 08 07 10,4
2018 07 08 07 20,4
2018 07 08 07 30,4
2018 07 08 07 40,3
2018 07 08 07 50,7
2018 07 08 08 00,10
2018 07 08 08 10,7
2018 07 08 08 20,6
2018 07 08 08 30,7
2018 07 08 08 40,14
2018 07 08 08 50,12
2018 07 08 09 00,12
2018 07 08 09 10,0
2018 07 08 09 20,19
2018 07 08 09 30,27
2018 07 08 09 40,18
2018 07 08 09 50,19
2018 07 08 10 00,18
2018 07 08 10 10,20
2018 07 08 10 20,20
2018 07 08 10 30,28
2018 07 08 10 40,27
2018 07 08 10 50,31
2018 07 08 11 00,27
2018 07 08 11 10,24
2018 07 08 11 20,20
2018 07 08 11 30,31
2018 07 08 11 40,49
2018 07 08 11 50,41
2018 07 08 12 00,58
2018 07 08 12 10,79
2018 07 08 12 20,79
2018 07 08 12 30,94
2018 07 08 12 40,118
2018 07 08 12 50,122
2018 07 08 13 00,134
2018 07 08 13 10,129
2018 07 08 13 20,116
2018 07 08 13 30,117
2018 07 08 13 40,115
2018 07 08 13 50,81
2018 07 08 14 00,77
2018 07 08 14 10,57
2018 07 08 14 20,45
2018 07 08 14 30,46
2018 07 08 14 40,45
2018 07 08 14 50,33
2018 07 08 15 00,36
2018 07 08 15 10,45
2018 07 08 15 20,40
2018 07 08 15 30,32
2018 07 08 15 40,46
2018 07 08 15 50,46
2018 07 08 16 00,38
2018 07 08 16 10,26
2018 07 08 16 20,34
2018 07 08 16 30,21
2018 07 08 16 40,29
2018 07 08 16 50,33
2018 07 08 17 00,36
2018 07 08 17 10,33
2018 07 08 17 20,38
2018 07 08 17 30,48
2018 07 08 17 40,53
2018 07 08 17 50,80
2018 07 08 18 00,111
2018 07 08 18 10,123
2018 07 08 18 20,150
2018 07 08 18 30,156
2018 07 08 18 40,114
2018 07 08 18 50,128
2018 07 08 19 00,141
2018 07 08 19 10,138
2018 07 08 19 20,139
2018 07 08 19 30,127
2018 07 08 19 40,99
2018 07 08 19 50,103
2018 07 08 20 00,93
2018 07 08 20 10,90
2018 07 08 20 20,87
2018 07 08 20 30,47
2018 07 08 20 40,32
2018 07 08 20 50,44
2018 07 08 21 00,30
2018 07 08 21 10,15
2018 07 08 21 20,29
2018 07 08 21 30,38
2018 07 08 21 40,16
2018 07 08 21 50,11
2018 07 08 22 00,15
2018 07 08 22 10,19
2018 07 08 22 20,14
2018 07 08 22 30,21
2018 07 08 22 40,11
2018 07 08 22 50,6
2018 07 08 23 00,7
2018 07 08 23 10,12
2018 07 08 23 20,18
2018 07 08 23 30,9
2018 07 08 23 40,13
2018 07 08 23 50,5
2018 07 09 00 00,12
2018 07 09 00 10,7
2018 07 09 00 20,9
2018 07 09 00 30,4
2018 07 09 00 40,1
2018 07 09 00 50,3
2018 07 09 01 00,4
2018 07 09 01 10,1
2018 07 09 01 20,0
2018 07 09 01 30,2
2018 07 09 01 40,1
2018 07 09 01 50,1
2018 07 09 02 00,2
2018 07 09 02 10,1
2018 07 09 02 20,0
2018 07 09 02 30,0
2018 07 09 02 40,1
2018 07 09 02 50,0
2018 07 09 03 00,0
2018 07 09 03 10,0
2018 07 09 03 20,0
2018 07 09 03 30,0
2018 07 09 03 40,0
2018 07 09 03 50,0
2018 07 09 04 00,0
2018 07 09 04 10,0
2018 07 09 04 20,1
2018 07 09 04 30,0
2018 07 09 04 40,0
2018 07 09 04 50,0
2018 07 09 05 00,0
2018 07 09 05 10,0
2018 07 09 05 20,0
2018 07 09 05 30,0
2018 07 09 05 40,0
2018 07 09 05 50,0
2018 07 09 06 00,0
2018 07 09 06 10,0
2018 07 09 06 20,1
2018 07 09 06 30,2
2018 07 09 06 40,2
2018 07 09 06 50,4
2018 07 09 07 00,3
2018 07 09 07 10,6
2018 07 09 07 20,7
2018 07 09 07 30,14
2018 07 09 07 40,29
2018 07 09 07 50,29
2018 07 09 08 00,42
2018 07 09 08 10,41
2018 07 09 08 20,54
2018 07 09 08 30,57
2018 07 09 08 40,64
2018 07 09 08 50,68
2018 07 09 09 00,79
2018 07 09 09 10,56
2018 07 09 09 20,44
2018 07 09 09 30,46
2018 07 09 09 40,39
2018 07 09 09 50,32
2018 07 09 10 00,31
2018 07 09 10 10,29
2018 07 09 10 20,31
2018 07 09 10 30,37
2018 07 09 10 40,43
2018 07 09 10 50,41
2018 07 09 11 00,39
2018 07 09 11 10,33
2018 07 09 11 20,31
2018 07 09 11 30,52
2018 07 09 11 40,69
2018 07 09 11 50,92
2018 07 09 12 00,121
2018 07 09 12 10,170
2018 07 09 12 20,195
2018 07 09 12 30,231
2018 07 09 12 40,254
2018 07 09 12 50,313
2018 07 09 13 00,362
2018 07 09 13 10,378
2018 07 09 13 20,390
2018 07 09 13 30,339
2018 07 09 13 40,309
2018 07 09 13 50,237
2018 07 09 14 00,175
2018 07 09 14 10,110
2018 07 09 14 20,64
2018 07 09 14 30,57
2018 07 09 14 40,54
2018 07 09 14 50,64
2018 07 09 15 00,62
2018 07 09 15 10,37
2018 07 09 15 20,41
2018 07 09 15 30,38
2018 07 09 15 40,43
2018 07 09 15 50,36
2018 07 09 16 00,41
2018 07 09 16 10,39
2018 07 09 16 20,31
2018 07 09 16 30,35
2018 07 09 16 40,36
2018 07 09 16 50,31
2018 07 09 17 00,34
2018 07 09 17 10,59
2018 07 09 17 20,76
2018 07 09 17 30,77
2018 07 09 17 40,120
2018 07 09 17 50,170
2018 07 09 18 00,240
2018 07 09 18 10,242
2018 07 09 18 20,248
2018 07 09 18 30,255
2018 07 09 18 40,246
2018 07 09 18 50,250
2018 07 09 19 00,215
2018 07 09 19 10,193
2018 07 09 19 20,174
2018 07 09 19 30,166
2018 07 09 19 40,123
2018 07 09 19 50,120
2018 07 09 20 00,120
2018 07 09 20 10,104
2018 07 09 20 20,83
2018 07 09 20 30,60
2018 07 09 20 40,35
2018 07 09 20 50,43
2018 07 09 21 00,40
2018 07 09 21 10,47
2018 07 09 21 20,44
2018 07 09 21 30,20
2018 07 09 21 40,12
2018 07 09 21 50,26
2018 07 09 22 00,30
2018 07 09 22 10,18
2018 07 09 22 20,23
2018 07 09 22 30,18
2018 07 09 22 40,6
2018 07 09 22 50,10
2018 07 09 23 00,9
2018 07 09 23 10,18
2018 07 09 23 20,19
2018 07 09 23 30,13
2018 07 09 23 40,11
2018 07 09 23 50,4
2018 07 10 00 00,8
2018 07 10 00 10,16
2018 07 10 00 20,10
2018 07 10 00 30,2
2018 07 10 00 40,1
2018 07 10 00 50,3
2018 07 10 01 00,2
2018 07 10 01 10,2
2018 07 10 01 20,5
2018 07 10 01 30,2
2018 07 10 01 40,0
2018 07 10 01 50,4
2018 07 10 02 00,3
2018 07 10 02 10,3
2018 07 10 02 20,2
2018 07 10 02 30,2
2018 07 10 02 40,1
2018 07 10 02 50,1
2018 07 10 03 00,0
2018 07 10 03 10,1
2018 07 10 03 20,0
2018 07 10 03 30,1
2018 07 10 03 40,0
2018 07 10 03 50,0
2018 07 10 04 00,0
2018 07 10 04 10,0
2018 07 10 04 20,0
2018 07 10 04 30,0
2018 07 10 04 40,0
2018 07 10 04 50,0
2018 07 10 05 00,0
2018 07 10 05 10,0
2018 07 10 05 20,0
2018 07 10 05 30,0
2018 07 10 05 40,1
2018 07 10 05 50,0
2018 07 10 06 00,2
2018 07 10 06 10,0
2018 07 10 06 20,1
2018 07 10 06 30,1
2018 07 10 06 40,1
2018 07 10 06 50,3
2018 07 10 07 00,8
2018 07 10 07 10,3
2018 07 10 07 20,6
2018 07 10 07 30,19
2018 07 10 07 40,34
2018 07 10 07 50,34
2018 07 10 08 00,50
2018 07 10 08 10,50
2018 07 10 08 20,58
2018 07 10 08 30,76
2018 07 10 08 40,74
2018 07 10 08 50,71
2018 07 10 09 00,58
2018 07 10 09 10,64
2018 07 10 09 20,58
2018 07 10 09 30,55
2018 07 10 09 40,54
