date,total
2018 06 25 11 10,96
2018 06 25 11 20,128
2018 06 25 11 30,150
2018 06 25 11 40,177
2018 06 25 11 50,228
2018 06 25 12 00,291
2018 06 25 12 10,348
2018 06 25 12 20,445
2018 06 25 12 30,545
2018 06 25 12 40,670
2018 06 25 12 50,780
2018 06 25 13 00,903
2018 06 25 13 10,918
2018 06 25 13 20,898
2018 06 25 13 30,822
2018 06 25 13 40,725
2018 06 25 13 50,604
2018 06 25 14 00,450
2018 06 25 14 10,304
2018 06 25 14 20,192
2018 06 25 14 30,159
2018 06 25 14 40,152
2018 06 25 14 50,142
2018 06 25 15 00,145
2018 06 25 15 10,134
2018 06 25 15 20,140
2018 06 25 15 30,139
2018 06 25 15 40,123
2018 06 25 15 50,107
2018 06 25 16 00,129
2018 06 25 16 10,113
2018 06 25 16 20,113
2018 06 25 16 30,110
2018 06 25 16 40,135
2018 06 25 16 50,128
2018 06 25 17 00,105
2018 06 25 17 10,109
2018 06 25 17 20,140
2018 06 25 17 30,159
2018 06 25 17 40,192
2018 06 25 17 50,285
2018 06 25 18 00,363
2018 06 25 18 10,436
2018 06 25 18 20,486
2018 06 25 18 30,442
2018 06 25 18 40,431
2018 06 25 18 50,408
2018 06 25 19 00,358
2018 06 25 19 10,350
2018 06 25 19 20,326
2018 06 25 19 30,286
2018 06 25 19 40,267
2018 06 25 19 50,258
2018 06 25 20 00,197
2018 06 25 20 10,217
2018 06 25 20 20,188
2018 06 25 20 30,178
2018 06 25 20 40,149
2018 06 25 20 50,121
2018 06 25 21 00,74
2018 06 25 21 10,97
2018 06 25 21 20,72
2018 06 25 21 30,45
2018 06 25 21 40,58
2018 06 25 21 50,69
2018 06 25 22 00,51
2018 06 25 22 10,44
2018 06 25 22 20,44
2018 06 25 22 30,48
2018 06 25 22 40,29
2018 06 25 22 50,34
2018 06 25 23 00,23
2018 06 25 23 10,19
2018 06 25 23 20,30
2018 06 25 23 30,33
2018 06 25 23 40,32
2018 06 25 23 50,29
2018 06 26 00 00,30
2018 06 26 00 10,21
2018 06 26 00 20,16
2018 06 26 00 30,11
2018 06 26 00 40,6
2018 06 26 00 50,6
2018 06 26 01 00,2
2018 06 26 01 10,5
2018 06 26 01 20,5
2018 06 26 01 30,3
2018 06 26 01 40,3
2018 06 26 01 50,5
2018 06 26 02 00,1
2018 06 26 02 10,2
2018 06 26 02 20,2
2018 06 26 02 30,1
2018 06 26 02 40,1
2018 06 26 02 50,2
2018 06 26 03 00,3
2018 06 26 03 10,5
2018 06 26 03 20,2
2018 06 26 03 30,2
2018 06 26 03 40,1
2018 06 26 03 50,2
2018 06 26 04 00,2
2018 06 26 04 10,1
2018 06 26 04 20,1
2018 06 26 04 30,2
2018 06 26 04 40,1
2018 06 26 04 50,3
2018 06 26 05 00,3
2018 06 26 05 10,3
2018 06 26 05 20,2
2018 06 26 05 30,2
2018 06 26 05 40,1
2018 06 26 05 50,1
2018 06 26 06 00,1
2018 06 26 06 10,2
2018 06 26 06 20,2
2018 06 26 06 30,4
2018 06 26 06 40,3
2018 06 26 06 50,11
2018 06 26 07 00,17
2018 06 26 07 10,28
2018 06 26 07 20,33
2018 06 26 07 30,63
2018 06 26 07 40,32
2018 06 26 07 50,82
2018 06 26 08 00,108
2018 06 26 08 10,112
2018 06 26 08 20,113
2018 06 26 08 30,178
2018 06 26 08 40,252
2018 06 26 08 50,274
2018 06 26 09 00,291
2018 06 26 09 10,223
2018 06 26 09 20,172
2018 06 26 09 30,159
2018 06 26 09 40,171
2018 06 26 09 50,151
2018 06 26 10 00,129
2018 06 26 10 10,128
2018 06 26 10 20,120
2018 06 26 10 30,109
2018 06 26 10 40,105
2018 06 26 10 50,88
2018 06 26 11 00,78
2018 06 26 11 10,85
2018 06 26 11 20,92
2018 06 26 11 30,131
2018 06 26 11 40,182
2018 06 26 11 50,247
2018 06 26 12 00,322
2018 06 26 12 10,353
2018 06 26 12 20,556
2018 06 26 12 30,675
2018 06 26 12 40,731
2018 06 26 12 50,816
2018 06 26 13 00,882
2018 06 26 13 10,876
2018 06 26 13 20,829
2018 06 26 13 30,770
2018 06 26 13 40,688
2018 06 26 13 50,579
2018 06 26 14 00,446
2018 06 26 14 10,304
2018 06 26 14 20,245
2018 06 26 14 30,191
2018 06 26 14 40,154
2018 06 26 14 50,164
2018 06 26 15 00,133
2018 06 26 15 10,113
2018 06 26 15 20,137
2018 06 26 15 30,118
2018 06 26 15 40,120
2018 06 26 15 50,135
2018 06 26 16 00,129
2018 06 26 16 10,110
2018 06 26 16 20,120
2018 06 26 16 30,106
2018 06 26 16 40,103
2018 06 26 16 50,84
2018 06 26 17 00,102
2018 06 26 17 10,113
2018 06 26 17 20,183
2018 06 26 17 30,186
2018 06 26 17 40,222
2018 06 26 17 50,311
2018 06 26 18 00,403
2018 06 26 18 10,456
2018 06 26 18 20,489
2018 06 26 18 30,461
2018 06 26 18 40,424
2018 06 26 18 50,375
2018 06 26 19 00,344
2018 06 26 19 10,318
2018 06 26 19 20,293
2018 06 26 19 30,283
2018 06 26 19 40,270
2018 06 26 19 50,267
2018 06 26 20 00,233
2018 06 26 20 10,223
2018 06 26 20 20,203
2018 06 26 20 30,194
2018 06 26 20 40,181
2018 06 26 20 50,171
2018 06 26 21 00,134
2018 06 26 21 10,150
2018 06 26 21 20,93
2018 06 26 21 30,69
2018 06 26 21 40,60
2018 06 26 21 50,44
2018 06 26 22 00,39
2018 06 26 22 10,51
2018 06 26 22 20,63
2018 06 26 22 30,38
2018 06 26 22 40,46
2018 06 26 22 50,42
2018 06 26 23 00,28
2018 06 26 23 10,38
2018 06 26 23 20,40
2018 06 26 23 30,33
2018 06 26 23 40,42
2018 06 26 23 50,35
2018 06 27 00 00,28
2018 06 27 00 10,15
2018 06 27 00 20,11
2018 06 27 00 30,11
2018 06 27 00 40,13
2018 06 27 00 50,12
2018 06 27 01 00,7
2018 06 27 01 10,8
2018 06 27 01 20,13
2018 06 27 01 30,7
2018 06 27 01 40,5
2018 06 27 01 50,5
2018 06 27 02 00,2
2018 06 27 02 10,2
2018 06 27 02 20,2
2018 06 27 02 30,1
2018 06 27 02 40,1
2018 06 27 02 50,1
2018 06 27 03 00,3
2018 06 27 03 10,2
2018 06 27 03 20,2
2018 06 27 03 30,2
2018 06 27 03 40,0
2018 06 27 03 50,1
2018 06 27 04 00,1
2018 06 27 04 10,1
2018 06 27 04 20,0
2018 06 27 04 30,0
2018 06 27 04 40,1
2018 06 27 04 50,0
2018 06 27 05 00,0
2018 06 27 05 10,0
2018 06 27 05 20,2
2018 06 27 05 30,1
2018 06 27 05 40,0
2018 06 27 05 50,1
2018 06 27 06 00,1
2018 06 27 06 10,1
2018 06 27 06 20,1
2018 06 27 06 30,3
2018 06 27 06 40,4
2018 06 27 06 50,12
2018 06 27 07 00,18
2018 06 27 07 10,14
2018 06 27 07 20,25
2018 06 27 07 30,31
2018 06 27 07 40,46
2018 06 27 07 50,79
2018 06 27 08 00,88
2018 06 27 08 10,103
2018 06 27 08 20,127
2018 06 27 08 30,151
2018 06 27 08 40,182
2018 06 27 08 50,239
2018 06 27 09 00,221
2018 06 27 09 10,180
2018 06 27 09 20,191
2018 06 27 09 30,191
2018 06 27 09 40,185
2018 06 27 09 50,149
2018 06 27 10 00,160
2018 06 27 10 10,143
2018 06 27 10 20,115
2018 06 27 10 30,123
2018 06 27 10 40,112
2018 06 27 10 50,105
2018 06 27 11 00,104
2018 06 27 11 10,92
2018 06 27 11 20,96
2018 06 27 11 30,130
2018 06 27 11 40,173
2018 06 27 11 50,233
2018 06 27 12 00,321
2018 06 27 12 10,407
2018 06 27 12 20,463
2018 06 27 12 30,507
2018 06 27 12 40,651
2018 06 27 12 50,790
2018 06 27 13 00,888
2018 06 27 13 10,942
2018 06 27 13 20,970
2018 06 27 13 30,891
2018 06 27 13 40,768
2018 06 27 13 50,655
2018 06 27 14 00,493
2018 06 27 14 10,343
2018 06 27 14 20,233
2018 06 27 14 30,185
2018 06 27 14 40,152
2018 06 27 14 50,155
2018 06 27 15 00,126
2018 06 27 15 10,123
2018 06 27 15 20,122
2018 06 27 15 30,111
2018 06 27 15 40,121
2018 06 27 15 50,131
2018 06 27 16 00,116
2018 06 27 16 10,105
2018 06 27 16 20,102
2018 06 27 16 30,105
2018 06 27 16 40,97
2018 06 27 16 50,97
2018 06 27 17 00,122
2018 06 27 17 10,134
2018 06 27 17 20,143
2018 06 27 17 30,161
2018 06 27 17 40,197
2018 06 27 17 50,262
2018 06 27 18 00,360
2018 06 27 18 10,426
2018 06 27 18 20,427
2018 06 27 18 30,437
2018 06 27 18 40,421
2018 06 27 18 50,403
2018 06 27 19 00,374
2018 06 27 19 10,324
2018 06 27 19 20,290
2018 06 27 19 30,257
2018 06 27 19 40,232
2018 06 27 19 50,218
2018 06 27 20 00,214
2018 06 27 20 10,201
2018 06 27 20 20,183
2018 06 27 20 30,161
2018 06 27 20 40,141
2018 06 27 20 50,97
2018 06 27 21 00,96
2018 06 27 21 10,103
2018 06 27 21 20,84
2018 06 27 21 30,67
2018 06 27 21 40,68
2018 06 27 21 50,41
2018 06 27 22 00,64
2018 06 27 22 10,58
2018 06 27 22 20,37
2018 06 27 22 30,39
2018 06 27 22 40,38
2018 06 27 22 50,34
2018 06 27 23 00,35
2018 06 27 23 10,41
2018 06 27 23 20,36
2018 06 27 23 30,36
2018 06 27 23 40,37
2018 06 27 23 50,44
2018 06 28 00 00,38
2018 06 28 00 10,31
2018 06 28 00 20,21
2018 06 28 00 30,17
2018 06 28 00 40,16
2018 06 28 00 50,7
2018 06 28 01 00,8
2018 06 28 01 10,7
2018 06 28 01 20,4
2018 06 28 01 30,3
2018 06 28 01 40,5
2018 06 28 01 50,2
2018 06 28 02 00,2
2018 06 28 02 10,3
2018 06 28 02 20,3
2018 06 28 02 30,4
2018 06 28 02 40,4
2018 06 28 02 50,0
2018 06 28 03 00,2
2018 06 28 03 10,1
2018 06 28 03 20,3
2018 06 28 03 30,2
2018 06 28 03 40,1
2018 06 28 03 50,1
2018 06 28 04 00,1
2018 06 28 04 10,2
2018 06 28 04 20,1
2018 06 28 04 30,0
2018 06 28 04 40,1
2018 06 28 04 50,0
2018 06 28 05 00,0
2018 06 28 05 10,2
2018 06 28 05 20,1
2018 06 28 05 30,0
2018 06 28 05 40,1
2018 06 28 05 50,2
2018 06 28 06 00,1
2018 06 28 06 10,2
2018 06 28 06 20,3
2018 06 28 06 30,5
2018 06 28 06 40,9
2018 06 28 06 50,11
2018 06 28 07 00,16
2018 06 28 07 10,18
2018 06 28 07 20,34
2018 06 28 07 30,52
2018 06 28 07 40,52
2018 06 28 07 50,73
2018 06 28 08 00,78
2018 06 28 08 10,89
2018 06 28 08 20,124
2018 06 28 08 30,162
2018 06 28 08 40,213
2018 06 28 08 50,264
2018 06 28 09 00,235
2018 06 28 09 10,179
2018 06 28 09 20,158
2018 06 28 09 30,175
2018 06 28 09 40,160
2018 06 28 09 50,139
2018 06 28 10 00,147
2018 06 28 10 10,141
2018 06 28 10 20,127
2018 06 28 10 30,131
2018 06 28 10 40,131
2018 06 28 10 50,107
2018 06 28 11 00,102
2018 06 28 11 10,98
2018 06 28 11 20,85
2018 06 28 11 30,131
2018 06 28 11 40,164
2018 06 28 11 50,251
2018 06 28 12 00,296
2018 06 28 12 10,450
2018 06 28 12 20,612
2018 06 28 12 30,649
2018 06 28 12 40,652
2018 06 28 12 50,738
2018 06 28 13 00,812
2018 06 28 13 10,884
2018 06 28 13 20,862
2018 06 28 13 30,813
2018 06 28 13 40,726
2018 06 28 13 50,643
2018 06 28 14 00,540
2018 06 28 14 10,390
2018 06 28 14 20,273
2018 06 28 14 30,187
2018 06 28 14 40,158
2018 06 28 14 50,168
2018 06 28 15 00,142
2018 06 28 15 10,133
2018 06 28 15 20,126
2018 06 28 15 30,111
2018 06 28 15 40,119
2018 06 28 15 50,130
2018 06 28 16 00,140
2018 06 28 16 10,146
2018 06 28 16 20,115
2018 06 28 16 30,113
2018 06 28 16 40,106
2018 06 28 16 50,123
2018 06 28 17 00,129
2018 06 28 17 10,114
2018 06 28 17 20,115
2018 06 28 17 30,130
2018 06 28 17 40,157
2018 06 28 17 50,242
2018 06 28 18 00,362
2018 06 28 18 10,378
2018 06 28 18 20,397
2018 06 28 18 30,387
2018 06 28 18 40,381
2018 06 28 18 50,382
2018 06 28 19 00,330
2018 06 28 19 10,290
2018 06 28 19 20,315
2018 06 28 19 30,307
2018 06 28 19 40,251
2018 06 28 19 50,237
2018 06 28 20 00,232
2018 06 28 20 10,215
2018 06 28 20 20,214
2018 06 28 20 30,180
2018 06 28 20 40,152
2018 06 28 20 50,123
2018 06 28 21 00,107
2018 06 28 21 10,97
2018 06 28 21 20,77
2018 06 28 21 30,50
2018 06 28 21 40,44
2018 06 28 21 50,46
2018 06 28 22 00,62
2018 06 28 22 10,58
2018 06 28 22 20,48
2018 06 28 22 30,34
2018 06 28 22 40,31
2018 06 28 22 50,25
2018 06 28 23 00,32
2018 06 28 23 10,26
2018 06 28 23 20,36
2018 06 28 23 30,32
2018 06 28 23 40,34
2018 06 28 23 50,27
2018 06 29 00 00,28
2018 06 29 00 10,21
2018 06 29 00 20,16
2018 06 29 00 30,10
2018 06 29 00 40,11
2018 06 29 00 50,8
2018 06 29 01 00,8
2018 06 29 01 10,11
2018 06 29 01 20,11
2018 06 29 01 30,8
2018 06 29 01 40,6
2018 06 29 01 50,5
2018 06 29 02 00,5
2018 06 29 02 10,3
2018 06 29 02 20,2
2018 06 29 02 30,2
2018 06 29 02 40,2
2018 06 29 02 50,0
2018 06 29 03 00,0
2018 06 29 03 10,0
2018 06 29 03 20,0
2018 06 29 03 30,3
2018 06 29 03 40,2
2018 06 29 03 50,1
2018 06 29 04 00,0
2018 06 29 04 10,2
2018 06 29 04 20,3
2018 06 29 04 30,0
2018 06 29 04 40,0
2018 06 29 04 50,0
2018 06 29 05 00,1
2018 06 29 05 10,0
2018 06 29 05 20,0
2018 06 29 05 30,0
2018 06 29 05 40,1
2018 06 29 05 50,1
2018 06 29 06 00,0
2018 06 29 06 10,2
2018 06 29 06 20,2
2018 06 29 06 30,5
2018 06 29 06 40,5
2018 06 29 06 50,9
2018 06 29 07 00,10
2018 06 29 07 10,19
2018 06 29 07 20,31
2018 06 29 07 30,36
2018 06 29 07 40,54
2018 06 29 07 50,78
2018 06 29 08 00,95
2018 06 29 08 10,104
2018 06 29 08 20,123
2018 06 29 08 30,143
2018 06 29 08 40,204
2018 06 29 08 50,296
2018 06 29 09 00,276
2018 06 29 09 10,214
2018 06 29 09 20,183
2018 06 29 09 30,153
2018 06 29 09 40,153
2018 06 29 09 50,171
2018 06 29 10 00,151
2018 06 29 10 10,123
2018 06 29 10 20,109
2018 06 29 10 30,102
2018 06 29 10 40,96
2018 06 29 10 50,92
2018 06 29 11 00,98
2018 06 29 11 10,87
2018 06 29 11 20,101
2018 06 29 11 30,122
2018 06 29 11 40,171
2018 06 29 11 50,240
2018 06 29 12 00,316
2018 06 29 12 10,380
2018 06 29 12 20,435
2018 06 29 12 30,483
2018 06 29 12 40,554
2018 06 29 12 50,732
2018 06 29 13 00,867
2018 06 29 13 10,890
2018 06 29 13 20,836
2018 06 29 13 30,821
2018 06 29 13 40,698
2018 06 29 13 50,617
2018 06 29 14 00,483
2018 06 29 14 10,331
2018 06 29 14 20,224
2018 06 29 14 30,183
2018 06 29 14 40,166
2018 06 29 14 50,157
2018 06 29 15 00,157
2018 06 29 15 10,129
2018 06 29 15 20,152
2018 06 29 15 30,169
2018 06 29 15 40,153
2018 06 29 15 50,138
2018 06 29 16 00,134
2018 06 29 16 10,133
2018 06 29 16 20,136
2018 06 29 16 30,102
2018 06 29 16 40,99
2018 06 29 16 50,101
2018 06 29 17 00,116
2018 06 29 17 10,106
2018 06 29 17 20,110
2018 06 29 17 30,121
2018 06 29 17 40,166
2018 06 29 17 50,245
2018 06 29 18 00,298
2018 06 29 18 10,313
2018 06 29 18 20,306
2018 06 29 18 30,346
2018 06 29 18 40,331
2018 06 29 18 50,330
2018 06 29 19 00,309
2018 06 29 19 10,315
2018 06 29 19 20,325
2018 06 29 19 30,277
2018 06 29 19 40,261
2018 06 29 19 50,227
2018 06 29 20 00,188
2018 06 29 20 10,184
2018 06 29 20 20,135
2018 06 29 20 30,119
2018 06 29 20 40,102
2018 06 29 20 50,103
2018 06 29 21 00,81
2018 06 29 21 10,89
2018 06 29 21 20,67
2018 06 29 21 30,42
2018 06 29 21 40,28
2018 06 29 21 50,37
2018 06 29 22 00,40
2018 06 29 22 10,39
2018 06 29 22 20,52
2018 06 29 22 30,51
2018 06 29 22 40,15
2018 06 29 22 50,28
2018 06 29 23 00,32
2018 06 29 23 10,26
2018 06 29 23 20,22
2018 06 29 23 30,26
2018 06 29 23 40,20
2018 06 29 23 50,17
2018 06 30 00 00,34
2018 06 30 00 10,27
2018 06 30 00 20,6
2018 06 30 00 30,3
2018 06 30 00 40,5
2018 06 30 00 50,7
2018 06 30 01 00,2
2018 06 30 01 10,2
2018 06 30 01 20,1
2018 06 30 01 30,0
2018 06 30 01 40,0
2018 06 30 01 50,2
2018 06 30 02 00,1
2018 06 30 02 10,0
2018 06 30 02 20,0
2018 06 30 02 30,1
2018 06 30 02 40,3
2018 06 30 02 50,4
2018 06 30 03 00,2
2018 06 30 03 10,2
2018 06 30 03 20,1
2018 06 30 03 30,0
2018 06 30 03 40,0
2018 06 30 03 50,0
2018 06 30 04 00,0
2018 06 30 04 10,3
2018 06 30 04 20,1
2018 06 30 04 30,0
2018 06 30 04 40,0
2018 06 30 04 50,1
2018 06 30 05 00,2
2018 06 30 05 10,2
2018 06 30 05 20,1
2018 06 30 05 30,1
2018 06 30 05 40,0
2018 06 30 05 50,2
2018 06 30 06 00,2
2018 06 30 06 10,7
2018 06 30 06 20,7
2018 06 30 06 30,5
2018 06 30 06 40,5
2018 06 30 06 50,4
2018 06 30 07 00,8
2018 06 30 07 10,14
2018 06 30 07 20,17
2018 06 30 07 30,30
2018 06 30 07 40,46
2018 06 30 07 50,62
2018 06 30 08 00,66
2018 06 30 08 10,84
2018 06 30 08 20,84
2018 06 30 08 30,102
2018 06 30 08 40,112
2018 06 30 08 50,118
2018 06 30 09 00,138
2018 06 30 09 10,127
2018 06 30 09 20,110
2018 06 30 09 30,99
2018 06 30 09 40,116
2018 06 30 09 50,124
2018 06 30 10 00,117
2018 06 30 10 10,88
2018 06 30 10 20,90
2018 06 30 10 30,93
2018 06 30 10 40,78
2018 06 30 10 50,90
2018 06 30 11 00,104
2018 06 30 11 10,87
2018 06 30 11 20,98
2018 06 30 11 30,115
2018 06 30 11 40,116
2018 06 30 11 50,154
2018 06 30 12 00,197
2018 06 30 12 10,253
2018 06 30 12 20,287
2018 06 30 12 30,322
2018 06 30 12 40,341
2018 06 30 12 50,416
2018 06 30 13 00,431
2018 06 30 13 10,396
2018 06 30 13 20,343
2018 06 30 13 30,290
2018 06 30 13 40,274
2018 06 30 13 50,252
2018 06 30 14 00,225
2018 06 30 14 10,206
2018 06 30 14 20,184
2018 06 30 14 30,166
2018 06 30 14 40,149
2018 06 30 14 50,133
2018 06 30 15 00,156
2018 06 30 15 10,168
2018 06 30 15 20,138
2018 06 30 15 30,133
2018 06 30 15 40,119
2018 06 30 15 50,103
2018 06 30 16 00,87
2018 06 30 16 10,89
2018 06 30 16 20,85
2018 06 30 16 30,66
2018 06 30 16 40,64
2018 06 30 16 50,53
2018 06 30 17 00,70
2018 06 30 17 10,80
2018 06 30 17 20,92
2018 06 30 17 30,89
2018 06 30 17 40,126
2018 06 30 17 50,165
2018 06 30 18 00,217
2018 06 30 18 10,245
2018 06 30 18 20,231
2018 06 30 18 30,207
2018 06 30 18 40,209
2018 06 30 18 50,195
2018 06 30 19 00,213
2018 06 30 19 10,260
2018 06 30 19 20,255
2018 06 30 19 30,214
2018 06 30 19 40,204
2018 06 30 19 50,169
2018 06 30 20 00,158
2018 06 30 20 10,163
2018 06 30 20 20,128
2018 06 30 20 30,101
2018 06 30 20 40,98
2018 06 30 20 50,90
2018 06 30 21 00,75
2018 06 30 21 10,72
2018 06 30 21 20,76
2018 06 30 21 30,78
2018 06 30 21 40,67
2018 06 30 21 50,58
2018 06 30 22 00,55
2018 06 30 22 10,47
2018 06 30 22 20,34
2018 06 30 22 30,42
2018 06 30 22 40,32
2018 06 30 22 50,25
2018 06 30 23 00,21
2018 06 30 23 10,20
2018 06 30 23 20,28
2018 06 30 23 30,30
2018 06 30 23 40,26
2018 06 30 23 50,27
2018 07 01 00 00,0
2018 07 01 00 10,16
2018 07 01 00 20,14
2018 07 01 00 30,10
2018 07 01 00 40,9
2018 07 01 00 50,5
2018 07 01 01 00,2
2018 07 01 01 10,6
2018 07 01 01 20,6
2018 07 01 01 30,7
2018 07 01 01 40,7
2018 07 01 01 50,5
2018 07 01 02 00,4
2018 07 01 02 10,4
2018 07 01 02 20,0
2018 07 01 02 30,0
2018 07 01 02 40,0
2018 07 01 02 50,0
2018 07 01 03 00,0
2018 07 01 03 10,1
2018 07 01 03 20,1
2018 07 01 03 30,0
2018 07 01 03 40,1
2018 07 01 03 50,0
2018 07 01 04 00,1
2018 07 01 04 10,0
2018 07 01 04 20,1
2018 07 01 04 30,2
2018 07 01 04 40,1
2018 07 01 04 50,4
2018 07 01 05 00,3
2018 07 01 05 10,0
2018 07 01 05 20,0
2018 07 01 05 30,0
2018 07 01 05 40,0
2018 07 01 05 50,1
2018 07 01 06 00,1
2018 07 01 06 10,2
2018 07 01 06 20,1
2018 07 01 06 30,1
2018 07 01 06 40,1
2018 07 01 06 50,2
2018 07 01 07 00,2
2018 07 01 07 10,2
2018 07 01 07 20,3
2018 07 01 07 30,14
2018 07 01 07 40,26
2018 07 01 07 50,39
2018 07 01 08 00,53
2018 07 01 08 10,60
2018 07 01 08 20,47
2018 07 01 08 30,37
2018 07 01 08 40,45
2018 07 01 08 50,57
2018 07 01 09 00,57
2018 07 01 09 10,63
2018 07 01 09 20,70
2018 07 01 09 30,101
2018 07 01 09 40,103
2018 07 01 09 50,91
2018 07 01 10 00,104
2018 07 01 10 10,99
2018 07 01 10 20,84
2018 07 01 10 30,65
2018 07 01 10 40,72
2018 07 01 10 50,82
2018 07 01 11 00,86
2018 07 01 11 10,78
2018 07 01 11 20,82
2018 07 01 11 30,81
2018 07 01 11 40,87
2018 07 01 11 50,96
2018 07 01 12 00,86
2018 07 01 12 10,132
2018 07 01 12 20,204
2018 07 01 12 30,218
2018 07 01 12 40,215
2018 07 01 12 50,256
2018 07 01 13 00,296
2018 07 01 13 10,266
2018 07 01 13 20,262
2018 07 01 13 30,251
2018 07 01 13 40,230
2018 07 01 13 50,210
2018 07 01 14 00,158
2018 07 01 14 10,155
2018 07 01 14 20,142
2018 07 01 14 30,128
2018 07 01 14 40,128
2018 07 01 14 50,104
2018 07 01 15 00,111
2018 07 01 15 10,96
2018 07 01 15 20,108
2018 07 01 15 30,93
2018 07 01 15 40,86
2018 07 01 15 50,82
2018 07 01 16 00,58
2018 07 01 16 10,43
2018 07 01 16 20,67
2018 07 01 16 30,59
2018 07 01 16 40,66
2018 07 01 16 50,57
2018 07 01 17 00,49
2018 07 01 17 10,53
2018 07 01 17 20,52
2018 07 01 17 30,76
2018 07 01 17 40,110
2018 07 01 17 50,153
2018 07 01 18 00,180
2018 07 01 18 10,213
2018 07 01 18 20,203
2018 07 01 18 30,209
2018 07 01 18 40,205
2018 07 01 18 50,190
2018 07 01 19 00,182
2018 07 01 19 10,180
2018 07 01 19 20,141
2018 07 01 19 30,150
2018 07 01 19 40,138
2018 07 01 19 50,147
2018 07 01 20 00,129
2018 07 01 20 10,133
2018 07 01 20 20,100
2018 07 01 20 30,93
2018 07 01 20 40,74
2018 07 01 20 50,66
2018 07 01 21 00,64
2018 07 01 21 10,44
2018 07 01 21 20,34
2018 07 01 21 30,18
2018 07 01 21 40,11
2018 07 01 21 50,17
2018 07 01 22 00,14
2018 07 01 22 10,11
2018 07 01 22 20,20
2018 07 01 22 30,17
2018 07 01 22 40,22
2018 07 01 22 50,15
2018 07 01 23 00,11
2018 07 01 23 10,9
2018 07 01 23 20,11
2018 07 01 23 30,7
2018 07 01 23 40,13
2018 07 01 23 50,9
2018 07 02 00 00,3
2018 07 02 00 10,7
2018 07 02 00 20,1
2018 07 02 00 30,4
2018 07 02 00 40,4
2018 07 02 00 50,2
2018 07 02 01 00,2
2018 07 02 01 10,5
2018 07 02 01 20,1
2018 07 02 01 30,5
2018 07 02 01 40,3
2018 07 02 01 50,1
2018 07 02 02 00,4
2018 07 02 02 10,1
2018 07 02 02 20,0
2018 07 02 02 30,0
2018 07 02 02 40,0
2018 07 02 02 50,0
2018 07 02 03 00,0
2018 07 02 03 10,0
2018 07 02 03 20,0
2018 07 02 03 30,0
2018 07 02 03 40,0
2018 07 02 03 50,1
2018 07 02 04 00,1
2018 07 02 04 10,0
2018 07 02 04 20,0
2018 07 02 04 30,0
2018 07 02 04 40,1
2018 07 02 04 50,0
2018 07 02 05 00,0
2018 07 02 05 10,0
2018 07 02 05 20,1
2018 07 02 05 30,0
2018 07 02 05 40,0
2018 07 02 05 50,0
2018 07 02 06 00,0
2018 07 02 06 10,0
2018 07 02 06 20,2
2018 07 02 06 30,2
2018 07 02 06 40,3
2018 07 02 06 50,5
2018 07 02 07 00,6
2018 07 02 07 10,5
2018 07 02 07 20,5
2018 07 02 07 30,10
2018 07 02 07 40,15
2018 07 02 07 50,21
2018 07 02 08 00,28
2018 07 02 08 10,38
2018 07 02 08 20,53
2018 07 02 08 30,54
2018 07 02 08 40,57
2018 07 02 08 50,64
2018 07 02 09 00,64
2018 07 02 09 10,65
2018 07 02 09 20,77
2018 07 02 09 30,80
2018 07 02 09 40,82
2018 07 02 09 50,91
2018 07 02 10 00,94
2018 07 02 10 10,76
2018 07 02 10 20,93
2018 07 02 10 30,90
2018 07 02 10 40,85
2018 07 02 10 50,81
2018 07 02 11 00,87
2018 07 02 11 10,111
2018 07 02 11 20,111
2018 07 02 11 30,98
2018 07 02 11 40,135
2018 07 02 11 50,153
2018 07 02 12 00,172
2018 07 02 12 10,215
2018 07 02 12 20,251
2018 07 02 12 30,281
2018 07 02 12 40,279
2018 07 02 12 50,310
2018 07 02 13 00,318
2018 07 02 13 10,283
2018 07 02 13 20,278
2018 07 02 13 30,256
2018 07 02 13 40,255
2018 07 02 13 50,234
2018 07 02 14 00,211
2018 07 02 14 10,182
2018 07 02 14 20,184
2018 07 02 14 30,150
2018 07 02 14 40,129
2018 07 02 14 50,116
2018 07 02 15 00,111
2018 07 02 15 10,114
2018 07 02 15 20,124
2018 07 02 15 30,118
2018 07 02 15 40,109
2018 07 02 15 50,93
2018 07 02 16 00,106
2018 07 02 16 10,92
2018 07 02 16 20,75
2018 07 02 16 30,96
2018 07 02 16 40,102
2018 07 02 16 50,104
2018 07 02 17 00,106
2018 07 02 17 10,84
2018 07 02 17 20,93
2018 07 02 17 30,111
2018 07 02 17 40,135
2018 07 02 17 50,168
2018 07 02 18 00,240
2018 07 02 18 10,251
2018 07 02 18 20,310
2018 07 02 18 30,349
2018 07 02 18 40,324
2018 07 02 18 50,317
2018 07 02 19 00,306
2018 07 02 19 10,289
2018 07 02 19 20,273
2018 07 02 19 30,268
2018 07 02 19 40,243
2018 07 02 19 50,221
2018 07 02 20 00,185
2018 07 02 20 10,174
2018 07 02 20 20,134
2018 07 02 20 30,135
2018 07 02 20 40,128
2018 07 02 20 50,114
2018 07 02 21 00,98
2018 07 02 21 10,69
2018 07 02 21 20,51
2018 07 02 21 30,57
2018 07 02 21 40,64
2018 07 02 21 50,56
2018 07 02 22 00,56
2018 07 02 22 10,57
2018 07 02 22 20,39
