date,total
2018 07 02 22 30,49
2018 07 02 22 40,32
2018 07 02 22 50,20
2018 07 02 23 00,25
2018 07 02 23 10,30
2018 07 02 23 20,19
2018 07 02 23 30,22
2018 07 02 23 40,32
2018 07 02 23 50,27
2018 07 03 00 00,27
2018 07 03 00 10,20
2018 07 03 00 20,20
2018 07 03 00 30,11
2018 07 03 00 40,8
2018 07 03 00 50,7
2018 07 03 01 00,9
2018 07 03 01 10,9
2018 07 03 01 20,8
2018 07 03 01 30,7
2018 07 03 01 40,6
2018 07 03 01 50,6
2018 07 03 02 00,6
2018 07 03 02 10,6
2018 07 03 02 20,3
2018 07 03 02 30,0
2018 07 03 02 40,0
2018 07 03 02 50,0
2018 07 03 03 00,1
2018 07 03 03 10,0
2018 07 03 03 20,0
2018 07 03 03 30,1
2018 07 03 03 40,2
2018 07 03 03 50,2
2018 07 03 04 00,1
2018 07 03 04 10,1
2018 07 03 04 20,2
2018 07 03 04 30,1
2018 07 03 04 40,1
2018 07 03 04 50,2
2018 07 03 05 00,1
2018 07 03 05 10,0
2018 07 03 05 20,0
2018 07 03 05 30,0
2018 07 03 05 40,0
2018 07 03 05 50,0
2018 07 03 06 00,0
2018 07 03 06 10,1
2018 07 03 06 20,0
2018 07 03 06 30,1
2018 07 03 06 40,3
2018 07 03 06 50,3
2018 07 03 07 00,4
2018 07 03 07 10,14
2018 07 03 07 20,25
2018 07 03 07 30,52
2018 07 03 07 40,69
2018 07 03 07 50,69
2018 07 03 08 00,81
2018 07 03 08 10,103
2018 07 03 08 20,132
2018 07 03 08 30,149
2018 07 03 08 40,182
2018 07 03 08 50,213
2018 07 03 09 00,247
2018 07 03 09 10,179
2018 07 03 09 20,169
2018 07 03 09 30,159
2018 07 03 09 40,149
2018 07 03 09 50,151
2018 07 03 10 00,144
2018 07 03 10 10,137
2018 07 03 10 20,125
2018 07 03 10 30,119
2018 07 03 10 40,88
2018 07 03 10 50,86
2018 07 03 11 00,93
2018 07 03 11 10,81
2018 07 03 11 20,94
2018 07 03 11 30,105
2018 07 03 11 40,123
2018 07 03 11 50,199
2018 07 03 12 00,272
2018 07 03 12 10,341
2018 07 03 12 20,572
2018 07 03 12 30,647
2018 07 03 12 40,704
2018 07 03 12 50,816
2018 07 03 13 00,812
2018 07 03 13 10,857
2018 07 03 13 20,835
2018 07 03 13 30,772
2018 07 03 13 40,743
2018 07 03 13 50,646
2018 07 03 14 00,505
2018 07 03 14 10,354
2018 07 03 14 20,212
2018 07 03 14 30,195
2018 07 03 14 40,150
2018 07 03 14 50,152
2018 07 03 15 00,131
2018 07 03 15 10,128
2018 07 03 15 20,125
2018 07 03 15 30,116
2018 07 03 15 40,106
2018 07 03 15 50,118
2018 07 03 16 00,114
2018 07 03 16 10,106
2018 07 03 16 20,86
2018 07 03 16 30,98
2018 07 03 16 40,111
2018 07 03 16 50,101
2018 07 03 17 00,109
2018 07 03 17 10,129
2018 07 03 17 20,135
2018 07 03 17 30,172
2018 07 03 17 40,220
2018 07 03 17 50,340
2018 07 03 18 00,417
2018 07 03 18 10,480
2018 07 03 18 20,489
2018 07 03 18 30,444
2018 07 03 18 40,413
2018 07 03 18 50,383
2018 07 03 19 00,363
2018 07 03 19 10,358
2018 07 03 19 20,322
2018 07 03 19 30,299
2018 07 03 19 40,283
2018 07 03 19 50,249
2018 07 03 20 00,204
2018 07 03 20 10,169
2018 07 03 20 20,149
2018 07 03 20 30,149
2018 07 03 20 40,122
2018 07 03 20 50,121
2018 07 03 21 00,110
2018 07 03 21 10,65
2018 07 03 21 20,68
2018 07 03 21 30,55
2018 07 03 21 40,79
2018 07 03 21 50,95
2018 07 03 22 00,63
2018 07 03 22 10,45
2018 07 03 22 20,45
2018 07 03 22 30,45
2018 07 03 22 40,43
2018 07 03 22 50,38
2018 07 03 23 00,44
2018 07 03 23 10,46
2018 07 03 23 20,39
2018 07 03 23 30,38
2018 07 03 23 40,32
2018 07 03 23 50,34
2018 07 04 00 00,34
2018 07 04 00 10,21
2018 07 04 00 20,7
2018 07 04 00 30,3
2018 07 04 00 40,6
2018 07 04 00 50,7
2018 07 04 01 00,3
2018 07 04 01 10,1
2018 07 04 01 20,0
2018 07 04 01 30,1
2018 07 04 01 40,2
2018 07 04 01 50,1
2018 07 04 02 00,1
2018 07 04 02 10,1
2018 07 04 02 20,1
2018 07 04 02 30,0
2018 07 04 02 40,0
2018 07 04 02 50,1
2018 07 04 03 00,1
2018 07 04 03 10,0
2018 07 04 03 20,0
2018 07 04 03 30,0
2018 07 04 03 40,1
2018 07 04 03 50,2
2018 07 04 04 00,0
2018 07 04 04 10,1
2018 07 04 04 20,0
2018 07 04 04 30,0
2018 07 04 04 40,0
2018 07 04 04 50,1
2018 07 04 05 00,0
2018 07 04 05 10,0
2018 07 04 05 20,0
2018 07 04 05 30,1
2018 07 04 05 40,1
2018 07 04 05 50,0
2018 07 04 06 00,1
2018 07 04 06 10,0
2018 07 04 06 20,1
2018 07 04 06 30,1
2018 07 04 06 40,2
2018 07 04 06 50,5
2018 07 04 07 00,9
2018 07 04 07 10,16
2018 07 04 07 20,29
2018 07 04 07 30,47
2018 07 04 07 40,34
2018 07 04 07 50,58
2018 07 04 08 00,77
2018 07 04 08 10,106
2018 07 04 08 20,131
2018 07 04 08 30,163
2018 07 04 08 40,182
2018 07 04 08 50,226
2018 07 04 09 00,232
2018 07 04 09 10,202
2018 07 04 09 20,212
2018 07 04 09 30,200
2018 07 04 09 40,194
2018 07 04 09 50,184
2018 07 04 10 00,146
2018 07 04 10 10,94
2018 07 04 10 20,120
2018 07 04 10 30,127
2018 07 04 10 40,101
2018 07 04 10 50,83
2018 07 04 11 00,84
2018 07 04 11 10,91
2018 07 04 11 20,115
2018 07 04 11 30,134
2018 07 04 11 40,159
2018 07 04 11 50,211
2018 07 04 12 00,328
2018 07 04 12 10,395
2018 07 04 12 20,451
2018 07 04 12 30,510
2018 07 04 12 40,643
2018 07 04 12 50,730
2018 07 04 13 00,823
2018 07 04 13 10,882
2018 07 04 13 20,837
2018 07 04 13 30,761
2018 07 04 13 40,710
2018 07 04 13 50,615
2018 07 04 14 00,515
2018 07 04 14 10,337
2018 07 04 14 20,222
2018 07 04 14 30,183
2018 07 04 14 40,178
2018 07 04 14 50,148
2018 07 04 15 00,133
2018 07 04 15 10,138
2018 07 04 15 20,120
2018 07 04 15 30,113
2018 07 04 15 40,105
2018 07 04 15 50,107
2018 07 04 16 00,110
2018 07 04 16 10,107
2018 07 04 16 20,111
2018 07 04 16 30,109
2018 07 04 16 40,110
2018 07 04 16 50,139
2018 07 04 17 00,114
2018 07 04 17 10,100
2018 07 04 17 20,114
2018 07 04 17 30,156
2018 07 04 17 40,199
2018 07 04 17 50,286
2018 07 04 18 00,355
2018 07 04 18 10,385
2018 07 04 18 20,400
2018 07 04 18 30,412
2018 07 04 18 40,427
2018 07 04 18 50,409
2018 07 04 19 00,327
2018 07 04 19 10,297
2018 07 04 19 20,287
2018 07 04 19 30,240
2018 07 04 19 40,226
2018 07 04 19 50,198
2018 07 04 20 00,173
2018 07 04 20 10,169
2018 07 04 20 20,175
2018 07 04 20 30,183
2018 07 04 20 40,176
2018 07 04 20 50,156
2018 07 04 21 00,110
2018 07 04 21 10,106
2018 07 04 21 20,109
2018 07 04 21 30,64
2018 07 04 21 40,73
2018 07 04 21 50,87
2018 07 04 22 00,62
2018 07 04 22 10,44
2018 07 04 22 20,58
2018 07 04 22 30,57
2018 07 04 22 40,51
2018 07 04 22 50,64
2018 07 04 23 00,44
2018 07 04 23 10,33
2018 07 04 23 20,47
2018 07 04 23 30,50
2018 07 04 23 40,61
2018 07 04 23 50,66
2018 07 05 00 00,62
2018 07 05 00 10,36
2018 07 05 00 20,37
2018 07 05 00 30,24
2018 07 05 00 40,7
2018 07 05 00 50,8
2018 07 05 01 00,3
2018 07 05 01 10,6
2018 07 05 01 20,7
2018 07 05 01 30,7
2018 07 05 01 40,4
2018 07 05 01 50,3
2018 07 05 02 00,3
2018 07 05 02 10,2
2018 07 05 02 20,4
2018 07 05 02 30,3
2018 07 05 02 40,3
2018 07 05 02 50,0
2018 07 05 03 00,0
2018 07 05 03 10,1
2018 07 05 03 20,0
2018 07 05 03 30,1
2018 07 05 03 40,1
2018 07 05 03 50,0
2018 07 05 04 00,0
2018 07 05 04 10,0
2018 07 05 04 20,0
2018 07 05 04 30,0
2018 07 05 04 40,0
2018 07 05 04 50,0
2018 07 05 05 00,0
2018 07 05 05 10,1
2018 07 05 05 20,0
2018 07 05 05 30,0
2018 07 05 05 40,1
2018 07 05 05 50,2
2018 07 05 06 00,1
2018 07 05 06 10,0
2018 07 05 06 20,3
2018 07 05 06 30,2
2018 07 05 06 40,1
2018 07 05 06 50,7
2018 07 05 07 00,9
2018 07 05 07 10,15
2018 07 05 07 20,9
2018 07 05 07 30,41
2018 07 05 07 40,41
2018 07 05 07 50,66
2018 07 05 08 00,100
2018 07 05 08 10,115
2018 07 05 08 20,123
2018 07 05 08 30,169
2018 07 05 08 40,208
2018 07 05 08 50,249
2018 07 05 09 00,236
2018 07 05 09 10,205
2018 07 05 09 20,172
2018 07 05 09 30,170
2018 07 05 09 40,143
2018 07 05 09 50,138
2018 07 05 10 00,141
2018 07 05 10 10,144
2018 07 05 10 20,134
2018 07 05 10 30,111
2018 07 05 10 40,106
2018 07 05 10 50,122
2018 07 05 11 00,107
2018 07 05 11 10,100
2018 07 05 11 20,89
2018 07 05 11 30,86
2018 07 05 11 40,103
2018 07 05 11 50,147
2018 07 05 12 00,262
2018 07 05 12 10,319
2018 07 05 12 20,554
2018 07 05 12 30,642
2018 07 05 12 40,631
2018 07 05 12 50,762
2018 07 05 13 00,765
2018 07 05 13 10,760
2018 07 05 13 20,799
2018 07 05 13 30,727
2018 07 05 13 40,566
2018 07 05 13 50,489
2018 07 05 14 00,411
2018 07 05 14 10,307
2018 07 05 14 20,263
2018 07 05 14 30,198
2018 07 05 14 40,166
2018 07 05 14 50,152
2018 07 05 15 00,168
2018 07 05 15 10,154
2018 07 05 15 20,132
2018 07 05 15 30,116
2018 07 05 15 40,128
2018 07 05 15 50,125
2018 07 05 16 00,114
2018 07 05 16 10,99
2018 07 05 16 20,93
2018 07 05 16 30,87
2018 07 05 16 40,121
2018 07 05 16 50,119
2018 07 05 17 00,118
2018 07 05 17 10,125
2018 07 05 17 20,122
2018 07 05 17 30,135
2018 07 05 17 40,187
2018 07 05 17 50,259
2018 07 05 18 00,352
2018 07 05 18 10,415
2018 07 05 18 20,427
2018 07 05 18 30,423
2018 07 05 18 40,404
2018 07 05 18 50,375
2018 07 05 19 00,353
2018 07 05 19 10,293
2018 07 05 19 20,249
2018 07 05 19 30,248
2018 07 05 19 40,277
2018 07 05 19 50,258
2018 07 05 20 00,249
2018 07 05 20 10,197
2018 07 05 20 20,173
2018 07 05 20 30,165
2018 07 05 20 40,130
2018 07 05 20 50,112
2018 07 05 21 00,88
2018 07 05 21 10,106
2018 07 05 21 20,93
2018 07 05 21 30,79
2018 07 05 21 40,77
2018 07 05 21 50,83
2018 07 05 22 00,57
2018 07 05 22 10,64
2018 07 05 22 20,63
2018 07 05 22 30,60
2018 07 05 22 40,51
2018 07 05 22 50,39
2018 07 05 23 00,28
2018 07 05 23 10,46
2018 07 05 23 20,50
2018 07 05 23 30,53
2018 07 05 23 40,37
2018 07 05 23 50,34
2018 07 06 00 00,36
2018 07 06 00 10,26
2018 07 06 00 20,20
2018 07 06 00 30,11
2018 07 06 00 40,3
2018 07 06 00 50,7
2018 07 06 01 00,0
2018 07 06 01 10,9
2018 07 06 01 20,8
2018 07 06 01 30,2
2018 07 06 01 40,4
2018 07 06 01 50,7
2018 07 06 02 00,7
2018 07 06 02 10,6
2018 07 06 02 20,4
2018 07 06 02 30,2
2018 07 06 02 40,5
2018 07 06 02 50,5
2018 07 06 03 00,2
2018 07 06 03 10,4
2018 07 06 03 20,3
2018 07 06 03 30,2
2018 07 06 03 40,1
2018 07 06 03 50,1
2018 07 06 04 00,1
2018 07 06 04 10,2
2018 07 06 04 20,1
2018 07 06 04 30,0
2018 07 06 04 40,0
2018 07 06 04 50,0
2018 07 06 05 00,2
2018 07 06 05 10,0
2018 07 06 05 20,0
2018 07 06 05 30,0
2018 07 06 05 40,0
2018 07 06 05 50,1
2018 07 06 06 00,1
2018 07 06 06 10,1
2018 07 06 06 20,1
2018 07 06 06 30,2
2018 07 06 06 40,2
2018 07 06 06 50,6
2018 07 06 07 00,8
2018 07 06 07 10,12
2018 07 06 07 20,19
2018 07 06 07 30,49
2018 07 06 07 40,49
2018 07 06 07 50,84
2018 07 06 08 00,96
2018 07 06 08 10,118
2018 07 06 08 20,135
2018 07 06 08 30,170
2018 07 06 08 40,193
2018 07 06 08 50,243
2018 07 06 09 00,256
2018 07 06 09 10,184
2018 07 06 09 20,155
2018 07 06 09 30,158
2018 07 06 09 40,160
2018 07 06 09 50,184
2018 07 06 10 00,198
2018 07 06 10 10,135
2018 07 06 10 20,105
2018 07 06 10 30,91
2018 07 06 10 40,73
2018 07 06 10 50,79
2018 07 06 11 00,68
2018 07 06 11 10,66
2018 07 06 11 20,86
2018 07 06 11 30,93
2018 07 06 11 40,143
2018 07 06 11 50,214
2018 07 06 12 00,316
2018 07 06 12 10,390
2018 07 06 12 20,434
2018 07 06 12 30,520
2018 07 06 12 40,570
2018 07 06 12 50,688
2018 07 06 13 00,811
2018 07 06 13 10,850
2018 07 06 13 20,916
2018 07 06 13 30,846
2018 07 06 13 40,718
2018 07 06 13 50,618
2018 07 06 14 00,492
2018 07 06 14 10,370
2018 07 06 14 20,240
2018 07 06 14 30,191
2018 07 06 14 40,161
2018 07 06 14 50,157
2018 07 06 15 00,165
2018 07 06 15 10,149
2018 07 06 15 20,128
2018 07 06 15 30,118
2018 07 06 15 40,140
2018 07 06 15 50,124
2018 07 06 16 00,109
2018 07 06 16 10,94
2018 07 06 16 20,106
2018 07 06 16 30,115
2018 07 06 16 40,105
2018 07 06 16 50,120
2018 07 06 17 00,115
2018 07 06 17 10,136
2018 07 06 17 20,134
2018 07 06 17 30,145
2018 07 06 17 40,155
2018 07 06 17 50,236
2018 07 06 18 00,287
2018 07 06 18 10,338
2018 07 06 18 20,370
2018 07 06 18 30,360
2018 07 06 18 40,345
2018 07 06 18 50,335
2018 07 06 19 00,308
2018 07 06 19 10,253
2018 07 06 19 20,225
2018 07 06 19 30,245
2018 07 06 19 40,225
2018 07 06 19 50,165
2018 07 06 20 00,161
2018 07 06 20 10,135
2018 07 06 20 20,117
2018 07 06 20 30,123
2018 07 06 20 40,118
2018 07 06 20 50,87
2018 07 06 21 00,72
2018 07 06 21 10,96
2018 07 06 21 20,81
2018 07 06 21 30,61
2018 07 06 21 40,51
2018 07 06 21 50,55
2018 07 06 22 00,58
2018 07 06 22 10,44
2018 07 06 22 20,47
2018 07 06 22 30,41
2018 07 06 22 40,38
2018 07 06 22 50,43
2018 07 06 23 00,33
2018 07 06 23 10,37
2018 07 06 23 20,39
2018 07 06 23 30,36
2018 07 06 23 40,37
2018 07 06 23 50,32
2018 07 07 00 00,23
2018 07 07 00 10,22
2018 07 07 00 20,15
2018 07 07 00 30,5
2018 07 07 00 40,4
2018 07 07 00 50,3
2018 07 07 01 00,3
2018 07 07 01 10,4
2018 07 07 01 20,4
2018 07 07 01 30,3
2018 07 07 01 40,3
2018 07 07 01 50,6
2018 07 07 02 00,1
2018 07 07 02 10,2
2018 07 07 02 20,2
2018 07 07 02 30,2
2018 07 07 02 40,2
2018 07 07 02 50,5
2018 07 07 03 00,2
2018 07 07 03 10,2
2018 07 07 03 20,1
2018 07 07 03 30,2
2018 07 07 03 40,1
2018 07 07 03 50,1
2018 07 07 04 00,1
2018 07 07 04 10,1
2018 07 07 04 20,2
2018 07 07 04 30,1
2018 07 07 04 40,1
2018 07 07 04 50,3
2018 07 07 05 00,2
2018 07 07 05 10,1
2018 07 07 05 20,2
2018 07 07 05 30,2
2018 07 07 05 40,1
2018 07 07 05 50,1
2018 07 07 06 00,2
2018 07 07 06 10,4
2018 07 07 06 20,2
2018 07 07 06 30,2
2018 07 07 06 40,2
2018 07 07 06 50,6
2018 07 07 07 00,9
2018 07 07 07 10,20
2018 07 07 07 20,37
2018 07 07 07 30,60
2018 07 07 07 40,43
2018 07 07 07 50,54
2018 07 07 08 00,56
2018 07 07 08 10,60
2018 07 07 08 20,84
2018 07 07 08 30,84
2018 07 07 08 40,83
2018 07 07 08 50,96
2018 07 07 09 00,94
2018 07 07 09 10,77
2018 07 07 09 20,73
2018 07 07 09 30,80
2018 07 07 09 40,77
2018 07 07 09 50,79
2018 07 07 10 00,104
2018 07 07 10 10,77
2018 07 07 10 20,81
2018 07 07 10 30,83
2018 07 07 10 40,93
2018 07 07 10 50,77
2018 07 07 11 00,79
2018 07 07 11 10,83
2018 07 07 11 20,85
2018 07 07 11 30,112
2018 07 07 11 40,130
2018 07 07 11 50,152
2018 07 07 12 00,185
2018 07 07 12 10,204
2018 07 07 12 20,261
2018 07 07 12 30,267
2018 07 07 12 40,324
2018 07 07 12 50,348
2018 07 07 13 00,344
2018 07 07 13 10,336
2018 07 07 13 20,353
2018 07 07 13 30,315
2018 07 07 13 40,297
2018 07 07 13 50,247
2018 07 07 14 00,234
2018 07 07 14 10,203
2018 07 07 14 20,174
2018 07 07 14 30,165
2018 07 07 14 40,150
2018 07 07 14 50,146
2018 07 07 15 00,131
2018 07 07 15 10,120
2018 07 07 15 20,102
2018 07 07 15 30,99
2018 07 07 15 40,104
2018 07 07 15 50,112
2018 07 07 16 00,110
2018 07 07 16 10,107
2018 07 07 16 20,88
2018 07 07 16 30,89
2018 07 07 16 40,74
2018 07 07 16 50,68
2018 07 07 17 00,79
2018 07 07 17 10,72
2018 07 07 17 20,81
2018 07 07 17 30,86
2018 07 07 17 40,110
2018 07 07 17 50,154
2018 07 07 18 00,184
2018 07 07 18 10,231
2018 07 07 18 20,234
2018 07 07 18 30,236
2018 07 07 18 40,196
2018 07 07 18 50,217
2018 07 07 19 00,238
2018 07 07 19 10,251
2018 07 07 19 20,233
2018 07 07 19 30,225
2018 07 07 19 40,206
2018 07 07 19 50,181
2018 07 07 20 00,164
2018 07 07 20 10,142
2018 07 07 20 20,127
2018 07 07 20 30,114
2018 07 07 20 40,102
2018 07 07 20 50,67
2018 07 07 21 00,63
2018 07 07 21 10,69
2018 07 07 21 20,77
2018 07 07 21 30,68
2018 07 07 21 40,69
2018 07 07 21 50,61
2018 07 07 22 00,69
2018 07 07 22 10,47
2018 07 07 22 20,44
2018 07 07 22 30,52
2018 07 07 22 40,50
2018 07 07 22 50,33
2018 07 07 23 00,37
2018 07 07 23 10,39
2018 07 07 23 20,31
2018 07 07 23 30,29
2018 07 07 23 40,24
2018 07 07 23 50,28
2018 07 08 00 00,25
2018 07 08 00 10,18
2018 07 08 00 20,21
2018 07 08 00 30,12
2018 07 08 00 40,12
2018 07 08 00 50,11
2018 07 08 01 00,15
2018 07 08 01 10,11
2018 07 08 01 20,9
2018 07 08 01 30,9
2018 07 08 01 40,7
2018 07 08 01 50,3
2018 07 08 02 00,3
2018 07 08 02 10,3
2018 07 08 02 20,1
2018 07 08 02 30,1
2018 07 08 02 40,1
2018 07 08 02 50,1
2018 07 08 03 00,1
2018 07 08 03 10,1
2018 07 08 03 20,0
2018 07 08 03 30,1
2018 07 08 03 40,1
2018 07 08 03 50,2
2018 07 08 04 00,1
2018 07 08 04 10,0
2018 07 08 04 20,0
2018 07 08 04 30,0
2018 07 08 04 40,0
2018 07 08 04 50,1
2018 07 08 05 00,0
2018 07 08 05 10,1
2018 07 08 05 20,0
2018 07 08 05 30,0
2018 07 08 05 40,0
2018 07 08 05 50,0
2018 07 08 06 00,1
2018 07 08 06 10,2
2018 07 08 06 20,2
2018 07 08 06 30,2
2018 07 08 06 40,5
2018 07 08 06 50,3
2018 07 08 07 00,3
2018 07 08 07 10,11
2018 07 08 07 20,11
2018 07 08 07 30,18
2018 07 08 07 40,21
2018 07 08 07 50,24
2018 07 08 08 00,22
2018 07 08 08 10,16
2018 07 08 08 20,28
2018 07 08 08 30,32
2018 07 08 08 40,48
2018 07 08 08 50,45
2018 07 08 09 00,45
2018 07 08 09 10,2
2018 07 08 09 20,67
2018 07 08 09 30,80
2018 07 08 09 40,84
2018 07 08 09 50,75
2018 07 08 10 00,73
2018 07 08 10 10,69
2018 07 08 10 20,75
2018 07 08 10 30,86
2018 07 08 10 40,78
2018 07 08 10 50,91
2018 07 08 11 00,100
2018 07 08 11 10,96
2018 07 08 11 20,84
2018 07 08 11 30,98
2018 07 08 11 40,115
2018 07 08 11 50,126
2018 07 08 12 00,151
2018 07 08 12 10,195
2018 07 08 12 20,187
2018 07 08 12 30,213
2018 07 08 12 40,246
2018 07 08 12 50,279
2018 07 08 13 00,311
2018 07 08 13 10,310
2018 07 08 13 20,288
2018 07 08 13 30,299
2018 07 08 13 40,296
2018 07 08 13 50,251
2018 07 08 14 00,217
2018 07 08 14 10,177
2018 07 08 14 20,145
2018 07 08 14 30,155
2018 07 08 14 40,167
2018 07 08 14 50,157
2018 07 08 15 00,141
2018 07 08 15 10,141
2018 07 08 15 20,120
2018 07 08 15 30,102
2018 07 08 15 40,97
2018 07 08 15 50,86
2018 07 08 16 00,87
2018 07 08 16 10,81
2018 07 08 16 20,77
2018 07 08 16 30,62
2018 07 08 16 40,61
2018 07 08 16 50,75
2018 07 08 17 00,70
2018 07 08 17 10,68
2018 07 08 17 20,88
2018 07 08 17 30,90
2018 07 08 17 40,101
2018 07 08 17 50,132
2018 07 08 18 00,192
2018 07 08 18 10,213
2018 07 08 18 20,245
2018 07 08 18 30,237
2018 07 08 18 40,217
2018 07 08 18 50,253
2018 07 08 19 00,289
2018 07 08 19 10,300
2018 07 08 19 20,284
2018 07 08 19 30,261
2018 07 08 19 40,226
2018 07 08 19 50,213
2018 07 08 20 00,183
2018 07 08 20 10,185
2018 07 08 20 20,186
2018 07 08 20 30,145
2018 07 08 20 40,114
2018 07 08 20 50,126
2018 07 08 21 00,87
2018 07 08 21 10,72
2018 07 08 21 20,66
2018 07 08 21 30,81
2018 07 08 21 40,57
2018 07 08 21 50,55
2018 07 08 22 00,64
2018 07 08 22 10,55
2018 07 08 22 20,43
2018 07 08 22 30,45
2018 07 08 22 40,32
2018 07 08 22 50,27
2018 07 08 23 00,33
2018 07 08 23 10,40
2018 07 08 23 20,52
2018 07 08 23 30,41
2018 07 08 23 40,39
2018 07 08 23 50,26
2018 07 09 00 00,21
2018 07 09 00 10,11
2018 07 09 00 20,12
2018 07 09 00 30,5
2018 07 09 00 40,1
2018 07 09 00 50,3
2018 07 09 01 00,5
2018 07 09 01 10,1
2018 07 09 01 20,0
2018 07 09 01 30,2
2018 07 09 01 40,1
2018 07 09 01 50,1
2018 07 09 02 00,2
2018 07 09 02 10,1
2018 07 09 02 20,0
2018 07 09 02 30,0
2018 07 09 02 40,1
2018 07 09 02 50,0
2018 07 09 03 00,0
2018 07 09 03 10,0
2018 07 09 03 20,0
2018 07 09 03 30,0
2018 07 09 03 40,0
2018 07 09 03 50,0
2018 07 09 04 00,1
2018 07 09 04 10,2
2018 07 09 04 20,2
2018 07 09 04 30,1
2018 07 09 04 40,1
2018 07 09 04 50,1
2018 07 09 05 00,1
2018 07 09 05 10,1
2018 07 09 05 20,2
2018 07 09 05 30,2
2018 07 09 05 40,1
2018 07 09 05 50,2
2018 07 09 06 00,2
2018 07 09 06 10,3
2018 07 09 06 20,4
2018 07 09 06 30,6
2018 07 09 06 40,6
2018 07 09 06 50,10
2018 07 09 07 00,8
2018 07 09 07 10,18
2018 07 09 07 20,24
2018 07 09 07 30,46
2018 07 09 07 40,75
2018 07 09 07 50,75
2018 07 09 08 00,89
2018 07 09 08 10,109
2018 07 09 08 20,137
2018 07 09 08 30,172
2018 07 09 08 40,202
2018 07 09 08 50,265
2018 07 09 09 00,284
2018 07 09 09 10,222
2018 07 09 09 20,183
2018 07 09 09 30,174
2018 07 09 09 40,167
2018 07 09 09 50,157
2018 07 09 10 00,141
2018 07 09 10 10,113
2018 07 09 10 20,110
2018 07 09 10 30,118
2018 07 09 10 40,113
2018 07 09 10 50,94
2018 07 09 11 00,90
2018 07 09 11 10,97
2018 07 09 11 20,98
2018 07 09 11 30,128
2018 07 09 11 40,149
2018 07 09 11 50,219
2018 07 09 12 00,268
2018 07 09 12 10,352
2018 07 09 12 20,428
2018 07 09 12 30,536
2018 07 09 12 40,634
2018 07 09 12 50,723
2018 07 09 13 00,795
2018 07 09 13 10,891
2018 07 09 13 20,913
2018 07 09 13 30,812
2018 07 09 13 40,732
2018 07 09 13 50,635
2018 07 09 14 00,522
2018 07 09 14 10,371
2018 07 09 14 20,218
2018 07 09 14 30,176
2018 07 09 14 40,135
2018 07 09 14 50,120
2018 07 09 15 00,133
2018 07 09 15 10,124
2018 07 09 15 20,132
2018 07 09 15 30,124
2018 07 09 15 40,118
2018 07 09 15 50,86
2018 07 09 16 00,86
2018 07 09 16 10,113
2018 07 09 16 20,102
2018 07 09 16 30,87
2018 07 09 16 40,81
2018 07 09 16 50,89
2018 07 09 17 00,85
2018 07 09 17 10,126
2018 07 09 17 20,148
2018 07 09 17 30,161
2018 07 09 17 40,202
2018 07 09 17 50,273
2018 07 09 18 00,391
2018 07 09 18 10,400
2018 07 09 18 20,406
2018 07 09 18 30,433
2018 07 09 18 40,420
2018 07 09 18 50,423
2018 07 09 19 00,375
2018 07 09 19 10,358
2018 07 09 19 20,332
2018 07 09 19 30,313
2018 07 09 19 40,285
2018 07 09 19 50,269
2018 07 09 20 00,248
2018 07 09 20 10,212
2018 07 09 20 20,192
2018 07 09 20 30,137
2018 07 09 20 40,96
2018 07 09 20 50,95
2018 07 09 21 00,96
2018 07 09 21 10,102
2018 07 09 21 20,102
2018 07 09 21 30,59
2018 07 09 21 40,50
2018 07 09 21 50,52
2018 07 09 22 00,59
2018 07 09 22 10,45
2018 07 09 22 20,59
2018 07 09 22 30,60
2018 07 09 22 40,39
2018 07 09 22 50,48
2018 07 09 23 00,54
2018 07 09 23 10,60
2018 07 09 23 20,71
2018 07 09 23 30,73
2018 07 09 23 40,70
2018 07 09 23 50,60
2018 07 10 00 00,56
2018 07 10 00 10,46
2018 07 10 00 20,27
2018 07 10 00 30,19
2018 07 10 00 40,17
2018 07 10 00 50,17
2018 07 10 01 00,13
2018 07 10 01 10,11
2018 07 10 01 20,14
2018 07 10 01 30,11
2018 07 10 01 40,6
2018 07 10 01 50,7
2018 07 10 02 00,4
2018 07 10 02 10,5
2018 07 10 02 20,3
2018 07 10 02 30,2
2018 07 10 02 40,2
2018 07 10 02 50,3
2018 07 10 03 00,2
2018 07 10 03 10,3
2018 07 10 03 20,3
2018 07 10 03 30,4
2018 07 10 03 40,2
2018 07 10 03 50,2
2018 07 10 04 00,2
2018 07 10 04 10,2
2018 07 10 04 20,2
2018 07 10 04 30,3
2018 07 10 04 40,2
2018 07 10 04 50,2
2018 07 10 05 00,2
2018 07 10 05 10,2
2018 07 10 05 20,3
2018 07 10 05 30,2
2018 07 10 05 40,4
2018 07 10 05 50,3
2018 07 10 06 00,6
2018 07 10 06 10,5
2018 07 10 06 20,4
2018 07 10 06 30,3
2018 07 10 06 40,5
2018 07 10 06 50,8
2018 07 10 07 00,13
2018 07 10 07 10,16
2018 07 10 07 20,27
2018 07 10 07 30,57
2018 07 10 07 40,85
2018 07 10 07 50,85
2018 07 10 08 00,108
2018 07 10 08 10,114
2018 07 10 08 20,160
2018 07 10 08 30,207
2018 07 10 08 40,251
2018 07 10 08 50,303
2018 07 10 09 00,278
2018 07 10 09 10,258
2018 07 10 09 20,210
2018 07 10 09 30,202
2018 07 10 09 40,165
